reviewText,AspectTerm,Sentiment
"If you ' re looking for rooibos tea with the pure rooibos taste , then the addition of vanilla at least in this brand of tea , Tazo , will disappoint you .",food quality,neutral
"The raw rooibos taste , without these "" improvements "" such as vanilla , is full - bodied and has its own unique taste .",food quality,positive
"The raw rooibos taste , without these "" improvements "" such as vanilla , is full - bodied and has its own unique taste .",food quality,positive
"I found myself being drawn more to the pure rooibos teas from Twinings , Republic of Tea , and Numi .",food general,positive
"While not nearly as big as a standard pig ear , these make great tasty treats for my 60lb dogs .",food general,positive
Much larger than I thought and I ' m going to order a bunch more .,food general,positive
Much larger than I thought and I ' m going to order a bunch more .,food style_options,positive
Great price and product .,food general,positive
Great price and product .,food prices,positive
I ' m no stranger to beef sticks and jerky .,food general,positive
"But after trying the Jack Link ' s Beef sticks , I have found my absolute favorite .",food general,positive
It is a great flavor with quality meat .,food quality,positive
It is a great flavor with quality meat .,food quality,positive
I love them refrigerated for a firmer bite !,food general,positive
I will be buying more in the future .,food general,positive
Great tasting organic product !,food quality,positive
My son also loves organic food and this was a great alterative to regular store brands .,food general,positive
My son also loves organic food and this was a great alterative to regular store brands .,food general,positive
Adding organic sour cream or extra cheese to it just enhances the taste .,food quality,positive
Amazon is a great way to purchase this product if you do not have a Fresh Market or a health food store in your area .,amazon availability,positive
Picked this up at our local Christmas tree farm .,food general,positive
All of us loved it !,food general,positive
I like that you can taste all the flavors that go into it and how nicely they blend together .,food quality,positive
It ' s the perfect amount of hot if your not looking to burn your mouth but looking to compliment your food .,food quality,positive
"Goes well on burittos , tacos and even the scrambled eggs !",food general,positive
. . but the product photo threw me off a little .,food general,neutral
For some reason I was thinking the 3 pounds were being shipped in ( 6 ) 1 / 2 pound bags .,shipment delivery,neutral
I ' m leaning towards using all liquid malt extract going forward though .,food general,positive
I can get 6 pounds ( just the right amount for a 5 - 6 gallon batch ) shipped to my house for about $ 16 .,shipment prices,positive
"The dry malt has extended shelf life , and has more malt per pound , but in terms of ease of use and economy the liquid malt seems like the way to go .",food style_options,positive
I was disappointed with the taste and texture of these Tanka Buffalo Cranberry Bites .,food quality,negative
I have followed the Paleo diet for over a year now and am accustomed to grass fed buffalo .,food general,positive
I ' m not sure what happened with these .,food general,negative
Not tasty .,food quality,negative
"When you first open a jar , you think you are in a spa with the herb mix and it smells so good !",food quality,positive
"When you first open a jar , you think you are in a spa with the herb mix and it smells so good !",food quality,positive
It also tastes wonderful !,food quality,positive
I use it on everything from meats to risotto to salads .,food general,positive
It is really wonderful and my go - to jar so it sits on the counter with at least one in reserve ( sometimes several as I give them away ) .,food general,positive
This is seriously the best coffee I ' ve ever had .,food general,positive
This blend is so unbelievable that I drink it black !,food quality,positive
This is without a doubt the best honey in the world .,food quality,positive
"Try it alone or with Stash Ginger peach green tea , or anything .",food general,positive
One of life ' s great pleasures .,food general,positive
Only rated it 5 stars since they won ' t let you go higher  in reality it is a 10 star rating !,food quality,positive
I guess I had no idea how good the goji berries were from Whole Foods until I tried these .,food general,neutral
"They are not horrible , and I guess if you had nothing to compare them with they might be fine , but I found them to be dry and bitter compared to the ones I get at Berkeley Whole Foods .",food quality,negative
Both our dogs love these .,food general,positive
1 each will keep them busy for about 5 minutes .,food general,positive
This is the only product on amazon that we have a subscription to get this every 2 months .,amazon availability,positive
It ' s a huge bag and the price is great .,food style_options,positive
It ' s a huge bag and the price is great .,amazon prices,positive
"This tea has a light , fruity taste ( the strawberry in particular is very distinct ) , with a bit of natural sweetness to it .",food quality,positive
"This tea has a light , fruity taste ( the strawberry in particular is very distinct ) , with a bit of natural sweetness to it .",food quality,positive
It ' s very good either hot or iced .,food style_options,positive
I went through my first box of this in under a week .,food general,positive
Looks like I ' ve found a new favorite .,food general,positive
"Everyone I ' ve served it to so far has loved it , too .",food general,positive
"These will be the death of me , now that I can have my cookies and eat them too .",food general,positive
"They taste great , I use plenty of coconut oil to make mine .",food quality,positive
Perfect amount of chocolate chips .,food quality,positive
I hope they make more gluten free desserts !,food general,positive
"We ordered one of the three - packs in the fall , and it was really good .",food quality,positive
"He was so impressed , we ordered it again .",food general,positive
That ( second ) batch was disappointing - not nearly as full - flavored as the first .,food quality,negative
That ( second ) batch was disappointing - not nearly as full - flavored as the first .,food quality,negative
"I figured I would order in bulk this time , so I ordered three packages of this item , Dark Magic K - Cups .",amazon availability,positive
"I love the Dark Magic coffee , but it is almost expired !",food general,positive
"I love the Dark Magic coffee , but it is almost expired !",food quality,negative
It arrived on 1 / 12 / 2012 and it expires on 4 / 1 / 2012 .,food general,negative
"I like fresh coffee , not almost expired .",food quality,negative
This is very disappointing .,food quality,negative
They are fabulous !,food general,positive
"Less crumbly and airy than rice cakes , plus fewer calories .",food quality,positive
"Scrumptious with butter , the best cracker for tuna salad , and wonderful with peanut butter .",food quality,positive
"Perfect for the gluten intolerant , which I am .",food quality,positive
I found it to be horrible tasting .,food quality,negative
"It is much too bitter to drink , even with adding sweetener .",food quality,negative
Unfortunately I am stuck with 6 cannisters of this lip curling brew that no one in my family will touch .,food quality,negative
"Don ' t waste your money , try another brand if you want a sweet cappuccino because this is not sweet or tasty .",food prices,negative
I order four of Natural Calm and I receive one only I have been calling regarding this order and I have no sollution to this situation .,shipment delivery,negative
Amazing product !,food general,positive
I love the taste so fresh and pure !,food quality,positive
The review i read for this made it sound pretty good .,food quality,positive
"It has an interesting flavor , i am sitting somewhere between like and not like . . .",food quality,positive
Beer makes it better ^,food general,positive
If you are getting tired of having a bowl of pretzels out for your drinking friends try this .,food general,positive
"I love the Berry Nut Blend and the Breakfast Nut Blend variety of Emerald Breakfast on the go ! , but found the S ' Mores Nut Blend to be gross .",food quality,negative
"The marshmallows had a very mushy texture , similar to a soggy version of marshmallows found in some cereal .",food quality,negative
I found the chocolate to be overwhelming with having chocolate candy pieces ( similar to M & Ms ) and cocoa roasted almonds .,food quality,negative
I did like the coconut flakes and graham cracker squares .,food quality,positive
I will not buy this blend again .,food quality,negative
Delicious drink without being sugary .,food quality,positive
Healthy and nutritious .,food quality,positive
My family drinks it like water .,food general,positive
No problem since it ' s better than what we used to drink .,food general,positive
Tastes like its right out of the coconut .,food quality,positive
These SmartFries are so awsome !,food quality,positive
"With regular chips and bagged snacks you get maybe 10 - 15 per serving , but with SmartFries you get 65 per serving and only 110 calories .",food style_options,positive
I never even get close to that many though as I usually get my fix in around 20 .,food general,positive
"If any of you love the Trader Joe ' s Skinny Fries , then you ' re in luck because these are the same thing and the same price if purchased in multiple bag packs .",food prices,positive
The picture shows the old package of this coffee i couldn ' t find anywhere .,food general,negative
That was the reason i made an order .,amazon availability,positive
I was dissapointed to receive diffent jars .,amazon availability,negative
But it turned out to be the same product .,food quality,positive
Although I have enjoy the Silver Needle Tea from this company immensely,food general,positive
I was very disappointed with this tea .,food quality,negative
I have ordered this from other companies and loved it,amazon availability,negative
The green tea they use in this is not as good and how the rice is toasted is just not the same .,food quality,positive
If you want to try it don ' t make the mistake I did and order the 16 - Ounce bag .,food quality,negative
package is easy to open . that is probably the best thing about these cookies . they taste more like wafers than cookies . the cookie is too thin and the p - nut butter flavor is too weak for my taste . i expected more from oreo .,shipment quality,positive
package is easy to open . that is probably the best thing about these cookies . they taste more like wafers than cookies . the cookie is too thin and the p - nut butter flavor is too weak for my taste . i expected more from oreo .,food quality,negative
package is easy to open . that is probably the best thing about these cookies . they taste more like wafers than cookies . the cookie is too thin and the p - nut butter flavor is too weak for my taste . i expected more from oreo .,food style_options,negative
Very excited to order these .,food general,positive
"I loved every flavor of tea in this assortment , except for the mango passionfruit .",food quality,positive
"The green tea with jasmine , peach tea , and English breakfast were especially good .",food quality,positive
It ' s also nice to bring the box out at a dinner party and let everyone select a bagged tea .,food quality,positive
These boiled peanuts were great .,food quality,positive
The only downside is the 6lb can you need to order .,food general,negative
"You can order the smaller individual cans , but you will pay as much to ship it as the product itself .",amazon prices,negative
I ordered this near the end of January when advertised for $ 19 .,amazon prices,positive
80 for the same 3 - pack along with Prime two - day free shipping .,shipment prices,positive
Never received the order .,shipment delivery,negative
Amazon has sent several emails that the order will ship when product is available and I even extended the open order when requested .,amazon availability,negative
I doubt Amazon will fulfill this order now that the price has almost doubled and is over $ 45 with shipping .,amazon prices,negative
"I would , by no means , consider myself a green tea expert , but , I definitely appreciate its place in my life , and as part of my morning breakfast ritual .",food general,positive
"What ' s more , I actually am one of those weird people who like how bitter it tastes , when you ' ve brewed it to its full potential .",food quality,negative
"Stash Premium Green Tea does not fail to disappoint , in the antioxidant factor .",food quality,negative
"What ' s more , there is a wonderful smoky quality , too .",food quality,positive
"Stash has always produced a high quality line of teas , and this is another wonderful addition to their family of flavors and adventures in hot water .",food quality,positive
We keep alot of La Croix in our house too .,food general,positive
This is so much better that it is like a treat . the triple filtered water makes a difference and I am not alergic to the natural lime in Blue Sky like I am with La Croix .,food quality,positive
"With La Croix i only drink "" pure "" because I am allergic to their flavors .",food quality,negative
"For those that have rated this only 3 stars , I would ask what seltzer water would you rate a 5 star ?",food quality,positive
I have sampled many bulk Chai teas and I have to say this is the BEST one ever .,food quality,positive
It is very authentic and hits a lot of flavor notes .,food quality,positive
Perfectly balanced spices with a hint of heat from black pepper .,food quality,positive
Use 1 3 / 4 teaspoons per serving and sweeten with honey to enhance the flavors .,food quality,positive
My kids won ' t eat broccoli or peas but they will eat these .,food general,positive
I ' m sure this is more like 75 % pear with a dash of veggies but it ' s better than nothing .,food quality,positive
I ' d like to find a packet that has veggies listed before the fruit but I haven ' t ever seen those yet .,food general,negative
I was unsure on weather or not to try this product boy,food general,negative
I added chicken and stewed tomatoes for my first try the 6 suggested servings went to 3 second helping and the picky kids scraping the bowls asking for more .,food style_options,positive
I am glad I put this on subscribe and save because I already have request for more .,amazon availability,positive
If your not big into spicy food only add half the seasoning packet but the other half is great to add to chili of beef stew even spaghetti sauce .,food style_options,positive
"I bought this because it was on sale and hey we ' re in a recession , right ?",amazon availability,positive
I thought it was too sweet .,food quality,positive
Tastes a lot like good ol ' cinnamon toast crunch .,food quality,positive
I bought a couple of boxes of regular chex and mixed it with the cinnamon chex and presto delicious .,food quality,positive
This is the best Blueberry tea that I have ever had .,food quality,positive
"I received my first order today , and it is so good that I have just reordered .",shipment delivery,positive
"So much better than Celestial blueberry from the grocery store , comparable in price with free shipping - 2 boxes qualify for free shipping .",amazon prices,positive
"So much better than Celestial blueberry from the grocery store , comparable in price with free shipping - 2 boxes qualify for free shipping .",shipment prices,positive
"This a a fair deal in my opinion since you get two 24 count boxes , and it is shipped to your door .",amazon prices,positive
"This a a fair deal in my opinion since you get two 24 count boxes , and it is shipped to your door .",shipment delivery,positive
My lab loves anything Zukes .,food general,positive
I ' m happy knowing it contains glucosamine because he is still young large breed and walks up and down stairs .,food quality,positive
It also smells good and is easy to break apart for training .,food quality,positive
I bought this product to give out to the trick or treaters on Halloween and I was told that we gave out the Best Halloween Treat !,food general,positive
We only had a few bags left so I tried a bag myself and the flavor was delicious and the bags hold just enough cookies for a snack .,food quality,positive
I dislike it when they lump reviews for all flavors together .,food general,negative
I have to rate these 5 stars because most flavors are amazing .,food quality,positive
I love popchips .,food general,positive
"The bbq and cheese ones are my fav , but recently ordered the sweet potatoes and found them to be lacking in taste .",food quality,negative
"In fact , they tasted just like all the other types of chips , lacking flavor .",food quality,positive
I bought these when my local grocery store didn ' t carry the Emerald S ' Mores Trail Mix .,amazon availability,positive
It was a great price at just about $ . 46 per ounce .,food prices,positive
"Great product , tastes great and great price .",food quality,positive
"Great product , tastes great and great price .",amazon prices,positive
"Great product , tastes great and great price .",food quality,positive
Would definitely buy again .,food general,positive
Quite possibly the best tea,food quality,positive
"I ' ve ever had - nicely packaged , too .",shipment quality,positive
I am looking forward to trying other offerings from Rishi Teas .,food general,positive
I have tried so many different coffees from Keurig .,food general,positive
This collection encompasses a full range of coffee selections .,food quality,positive
From the milder Nantucket Blend to the strongest French Roast .,food quality,positive
"If you have a variety of coffee preferences in your home , as we do here , this collection has something for everyone .",food quality,positive
"If you want flavored coffee , this is not for you , but for a range of regular coffee , this is our household new favorite !",food quality,positive
"Just read the title , seriously .",food general,neutral
I am a tea junkie and love my Chai .,food general,positive
After purchasing many from the local supermarkets and whole foods .,food general,positive
I was sold on Stash brand for the powerfully good aroma and flavor they seem to provide in their teas .,food quality,positive
If you like very watery tea you may not like this Chai as much as I do .,food quality,neutral
"For me , one tea bag makes a quart of good tea !",food general,positive
Awesome flavor .,food quality,positive
I love it .,food general,positive
I love it,food general,positive
"I buy these often , and I get a pretty good deal from amazon compared to getting it in the stores .",amazon prices,positive
I like that it is low glycemic too,food general,positive
It is very sweet for those with sensitive taste buds .,food quality,positive
Not a meal replacement but a good hold off until you can get a meal .,food quality,positive
We love getting Ultramix delivered to our house .,shipment delivery,positive
We not only save money on the dog food but also on the gas that we don ' t have to use in going back and forth to the pet store .,amazon availability,positive
"Castor and Pollux makes a first rate , healthy dog food .",food quality,positive
Our dog happens to be on a grain - free diet and he loves the food so much that we even give it to him as training treats .,food general,positive
"Thanks Amazon , for making life more convenient for us .",amazon availability,positive
"I have found a decaf that is swp , robust and taste normal .",food quality,neutral
I have tried many and this one is # 1 followed by Jeremiah ' s pick then Green bean ? and Merlitta .,food quality,positive
We ordered Ezekiel 4 : 9 and it was shipped to us in perfect condition and in a speedy manner .,shipment quality,positive
We ordered Ezekiel 4 : 9 and it was shipped to us in perfect condition and in a speedy manner .,shipment delivery,positive
We liked being able to buy several boxes in bulk .,amazon availability,positive
"Not only did we save money , but we have healthy cereal now for several weeks .",amazon prices,positive
"Not only did we save money , but we have healthy cereal now for several weeks .",food quality,positive
I like the clean sweet flavor of this coconut juice .,food quality,positive
No off flavor aftertaste .,food quality,positive
This coconut water would fall under the superior category .,food quality,positive
It is delicious and would highly recommend it .,food quality,positive
It is delicious and would highly recommend it .,food recommendation,positive
This tea is exactly what I was looking for and the price was reasonable compared to others .,food prices,positive
My neighbor and I were trying to recreate the StarBucks green tea latte and we both agree that this tea is almost identical .,food general,positive
We will buy again !,food general,positive
This is by far the best protein drink I have ever tasted .,food quality,positive
"This particular flavor is my favorite , because it is not think , like most protein shakes , and I love anything coffee flavor .",food quality,positive
I ordered several cases and they always got to me fast .,shipment delivery,positive
This was the best thing for me during my pregnancy and also while nursing .,food quality,positive
We love this vanilla caramel truffle tea !,food general,positive
It delicious by itself or with sweetener and a little cream .,food quality,positive
And Amazon ' s price with free shipping . makes for a perfect cup every time !,amazon prices,positive
And Amazon ' s price with free shipping . makes for a perfect cup every time !,shipment prices,positive
"This is by far the best GF sandwich bread I ' ve tried yet , Whole Foods makes a good one as well but for the price",food quality,positive
"This is by far the best GF sandwich bread I ' ve tried yet , Whole Foods makes a good one as well but for the price",food prices,negative
It actually tasted like white bread .,food quality,positive
It was moist and fluffy .,food quality,positive
Cut it thin because it is really filling .,food quality,neutral
"PS Pamelas GF bread mix was strange , very dense and tasted like bisquits , and Bobs Red Mill stinks of Garbanzo bean flour",food quality,negative
Our Boston Terrier loves these bones - we give them to her as a treat or to keep her busy when we have company .,food general,positive
We ' ll buy more of these !,food general,positive
I have 5 cats and they all love this Chicken and Beef Recipe .,food general,positive
"I have been so pleased with it , that I plan to order in other flavors that are also 5 star winners .",food general,positive
"I have been so pleased with it , that I plan to order in other flavors that are also 5 star winners .",food quality,positive
These taste excellent straight out of the can on gluten free crackers .,food quality,positive
"Excellent source of protein , too !",food quality,positive
I purchased several types of this brand at the store to sample them before I purchased them in bulk on Amazon - glad I did !,amazon availability,positive
This one is my favorite .,food general,positive
Firm fish and great combination of smoked flavor with cracked pepper .,food quality,positive
"Dude , they ' re Reese ' s Cups .",food general,positive
If you need to read a review that probably means you ' ve never had one .,food general,positive
"Chocalate and peanut butter go together like . well , how about peanut butter and jelly !",food style_options,positive
I love these things .,food general,positive
They taste exactly like Frosted Flakes cereal but in a twisty form .,food quality,positive
You probably could break these up and put them in milk and eat them for breakfast just like frosted flakes .,food general,positive
The Taste is that similar .,food quality,positive
"This tea was surprisingly hard to find at the health food store , so I bought it online .",amazon availability,positive
It tastes ok .,food quality,neutral
Not great .,food quality,negative
Kelloggs has not been helpful when I question them about why !,food general,negative
"Our whole family eats this cereal almost every day , so we go through a lot .",food general,positive
Being able to buy multiple boxes and get the free delivery is fantastic !,polarity positive,positive
Thanks !,food general,positive
I was thrilled to find this organic pumpkin for such a great price !,amazon prices,positive
"It arrived very quickly and unlike other reviewers , it arrived in very good condition .",shipment delivery,positive
"It arrived very quickly and unlike other reviewers , it arrived in very good condition .",shipment quality,positive
It was a great purchase !,amazon availability,positive
They contain molasses which can cause tooth decay so I ended up sending them back .,food quality,negative
"They are a hard , crunchy treat so your dog will have to use the back molars to chew them where it would be easy to get a cavity .",food quality,negative
"While they smelled great and have some quality ingredients in them , for me it just wasn ' t worth taking that chance when there are lots of other great dog treats out there , where I won ' t have this worry , to get instead .",food quality,negative
This completely reminds me of Kool - Aid .,food general,positive
"Pretty sweet , no particular green tea taste .",food quality,positive
I appreciate that I can have something this sweet and refreshing without a ton of calories or caffeine .,food quality,positive
The granules take forever to dissolve so it is best used in a water bottle you can shake rather than a glass you have to stir .,food general,positive
I notice they ' ve added a pitcher sized pack to the single serve lines which I assume would be more cost effective .,food style_options,positive
I notice they ' ve added a pitcher sized pack to the single serve lines which I assume would be more cost effective .,food prices,positive
I bought this chutney to make a recipe from a magazine I was reading .,food general,positive
"It was combined with orange sections , curry , etc . and served over chicken cutlets rolled in panko crumbs , then fried in olive oil .",food style_options,positive
I cooked pork tenderloin slices the same way and it was delicious both times .,food quality,positive
A little pricey though .,food prices,negative
"I ordered these Friday evening for my mother ' s 88th birthday , hoping they ' d arrive before the following Thursday .",shipment delivery,positive
They got there Monday afternoon !,shipment delivery,positive
"I feel we got really great service from this company , and tremendous value for the price .",amazon prices,positive
I will definitely do business with them again !,food general,positive
It taste great !,food quality,positive
"It has a great smokey flavor and taste great on burgers , chicken , pork and fish .",food quality,positive
"And although the container is small , a little goes a long way .",food style_options,negative
Great on lamb and on veggies also .,food quality,positive
Throughout the years anything that I have ordered from Amazon has always been a great product and I have always received excellent customer service .,amazon availability,positive
I eat a teaspoon of coconut oil at night to maintain regularity .,food general,positive
I ' ve also found that certain foods taste better when cooking in coconut oil .,food quality,positive
"I ' ve tried several brands , but the Nutiva brands tastes best to me .",food quality,positive
I dinged this review one star because these jars are made of plastic rather than glass .,food general,negative
If they shipped in glass jars,shipment quality,positive
Nutiva coconut oil would be a perfect product .,food quality,positive
After getting him some medicine and switching his food to Natural Choice he looks like a new dog .,food general,positive
"He is kind of picky about his food as well , and he really loves this .",food general,positive
Great product !,food quality,positive
I love giving them this treat because they enjoy it so much !,food general,positive
My dogs go absolutely wild for the Blue Dog treats .,food general,positive
"I get the assorted flavors , and there is not one that doesn ' t get inhaled .",food quality,positive
"I find them easy to break , but I ' m just not fast enough for the pups .",food quality,positive
These are simply the best treats for your dog .,food quality,positive
I love this stuff ! ! !,food general,positive
"I mean , it ' s just powered malted stuff . what do I know .",food quality,negative
Expected this gluten - free mix to be somewhat similar to regular angel food cake mixes in that only water and vanilla would need to be added .,food quality,positive
Was quite disappointed to learn that 12 egg whites are also needed .,food style_options,negative
This results in a lot of egg yolks which need to be used in another recipe or pitched .,food general,negative
"If that many eggs are needed , I might as well make the cake from scratch .",food general,negative
No need for a mix .,food general,positive
"As a side note , the cake mix did perform well and produce a good angel food cake .",food quality,positive
But it has been a lifesaver .,food quality,positive
The babycok is easy to use and does a great job even with carrots and other tougher foods .,food quality,positive
The babycok is easy to use and does a great job even with carrots and other tougher foods .,food quality,positive
I totally recommend it .,food general,positive
It is money well spent .,food prices,positive
This is a great alternative to peanut butter .,food general,positive
Great taste without the fat or calories .,food quality,positive
This should be in every heath conscious pantry . a great travel food as well .,food quality,positive
This should be in every heath conscious pantry . a great travel food as well .,food general,positive
"I like sweet stuff , and I usually get the trail mixes with M & Ms in it but since i ' m trying to eat better , I tried the 2 oz bag frm CVS it was only a dollar and WOW ITS GOOD !",food quality,positive
"I like sweet stuff , and I usually get the trail mixes with M & Ms in it but since i ' m trying to eat better , I tried the 2 oz bag frm CVS it was only a dollar and WOW ITS GOOD !",food prices,positive
LOL I immediately went back and bought like 5 more to snack on while at work !,food general,positive
HIGHLY recommended !,food recommendation,positive
"I grabbed a variety of various protein / energy bars , including a few different KIND bars after I got a free sample of the Dark Chocolate & Sea Salt .",food general,positive
The DCK & Sea Salt flavor is now my ultimate measuring stick for the rest of the salty sweet snacks KIND provides .,food quality,positive
"The Almond & Apricot flavor is particularly disappointing , unfortunately .",food quality,negative
"Many of the other varieties are very satiating and flavorful , but the apricot fruit in combination with the nuts in this bar are a misplaced one .",food quality,positive
"Many of the other varieties are very satiating and flavorful , but the apricot fruit in combination with the nuts in this bar are a misplaced one .",food quality,negative
They just don ' t make sense on my pallet .,food style_options,negative
"When you read the ingredients , the second largest ingredient is WHEAT flour .",food quality,neutral
"So how can it rightfully be called a "" Crunchy Oat Cereal "" .",food general,negative
I wonder why Quaker which is noted for Oatmeal has to be somewhat deceptive and not disclose upfront that this is not completely an Oat Cereal and then go on to make claims about Cholesterol Lowering when it is not ALL Oat Flour .,food quality,negative
"This is not regular coffee as the description would lead you to believe . it ' s artificially flavored , and it appears from the other ratings that you either love the flavor or hate it .",food quality,negative
"Price may be high , but you get a better deal with subscribe and save . to all the complainers .",food prices,positive
The idea this gets delivered to my door and I don ' t have to go shopping . is awesome and a huge convenience -,shipment delivery,positive
He really liked Chef Michael ' s Grilled Sirloin Dog Food .,food general,positive
"The bits that are shaped and formed to look like roast beef are slightly soft and chewy and the hard bits of kibble are dyed , which seems unnecessary .",food style_options,negative
"It ' s probably a decent dog food for the price , but if I continue to feed it to my dog , I will supplement with fresh meats , fruits and vegetables .",food prices,positive
This stuff is wonderful !,food quality,positive
I can buy it locally for about half the price .,amazon prices,negative
"I like it on toast , pancakes , tea cookies , or just out of the jar .",food quality,positive
It needs to be warmed up a little to make it spreadable .,food general,neutral
My cats love this cat food .,food general,positive
They enjoy the shredded meat and chunks of potatoes and vegetables .,food style_options,positive
"This is a great supplement to commercial wet food , which I use when higher quality cat food is not available .",food general,positive
UPDATE : I think they have changed some of their recipes .,food style_options,neutral
"My cats used to love the Steak Frites , but they don ' t like the new version at all .",food general,negative
"My cats used to love the Steak Frites , but they don ' t like the new version at all .",food general,positive
"I still think the food is good and very high quality , though .",food quality,positive
"I still think the food is good and very high quality , though .",food quality,positive
I absolutely love Pop Chips .,food general,positive
They give me the crunch and flavor that I want and I don ' t have to feel guilty when I eat them !,food quality,positive
Perfect portion size in the single serve bag .,food style_options,positive
"I have tried 3 of the flavors ( original , BBQ , and green onion ) and the BBQ is the best yet .",food quality,positive
Decided to look up this oil after hearing some great things about it in the 4 Hour Body book .,food general,positive
I made the purchase online as Macadamia nut oil is not the easiest to find in the local grocery store .,amazon availability,positive
The lemon infused has been excellent for pan frying tilapia and salmon filets and giving them plenty of flavor without me resorting to using lots of butter .,food quality,positive
The three bottles came packed well and I ' ll be ordering again once I ' m finished .,shipment quality,positive
This product is wonderful !,food quality,positive
"For a low - fat , low calorie alternative to peanut butter , this is the one .",food general,positive
I use the chocolate version - cocoa added .,food quality,positive
"It is still 90 % peanut butter taste , with just a hint of cocoa and a little better color .",food quality,positive
"It is still 90 % peanut butter taste , with just a hint of cocoa and a little better color .",food quality,positive
"If you mix it with a little extra water , you have a good peanut dip or sauce for cooking .",food quality,positive
Product arrived on time and was above expectations .,shipment delivery,positive
He noted that this blend of agave had more nutritional value than the brand he buys at the grocery store .,food quality,positive
These are very good tasting and when I gave a few to my baby he loved them !,food quality,positive
But after looking at the back and seeing that the second ingredient is sugar I decided this probably isn ' t the kind of thing I want my baby to get used to .,food quality,negative
"I am a regular subscriber of this "" Jack Link ' s "" beef jerky terriyaki .",food general,positive
"This morning , I opened the new box from Amazon and found that there are only 9 bags in the box while it supposed to be 10 .",shipment delivery,negative
I used to trust Amazon and this is the first time that I check the quantity in the box .,shipment quality,negative
"Since the inside box is open , so someone might have taken one during the packing process because s / he loves it so much but I hate to lose one bag of my Jack Links beef jerky ! !",shipment delivery,negative
I tried this oatmeal because all of the other oatmeals on the market tasted funny when I came back from a trip to England .,food general,positive
This reminds me of what I ate in England .,food quality,positive
"It is also not as sweet as other boxed , instant oatmeals .",food quality,positive
I also like their Cinnamon and Apples variety too .,food quality,positive
McCanns is a good product and I was glad that I found it here .,food quality,positive
McCanns is a good product and I was glad that I found it here .,amazon availability,positive
These soy crisps are an excellent choice for snacking .,food quality,positive
"With 7 grams of protein in each serving , they are SO much better for you than potato chips or other snack foods .",food quality,positive
"They have a great flavor , just enough salt , and leave you feeling satisfied - nutritionally and snackwise !",food quality,positive
"They have a great flavor , just enough salt , and leave you feeling satisfied - nutritionally and snackwise !",food quality,positive
I highly recommend them .,food recommendation,positive
Small and delicious .,food quality,positive
Perfect size to satisfy the craving .,food quality,positive
I love the small bites .,food style_options,positive
Anyway these chicken flavored treats are a real blast for your dog .,food quality,positive
I ' ve been very surprised how much I enjoyed the combination of mint and green tea .,food general,positive
This tea is a very nice balance between mellow mint flavor and mellow green tea flavor .,food general,positive
The flavor is not water down it ' s just very smooth and refreshing .,food quality,positive
Ahmad jasmine tea is still my favorite flavored green tea .,food style_options,positive
I have been buying these Canidae treats for a while now for my dogs .,food general,positive
"I feed them the same formula Canidae kibble and canned food , so these treats fit in well with their diet - no worry about upset tummies .",food quality,positive
"They smell kind of nice too , almost like cinnamon .",food style_options,positive
"They smell kind of nice too , almost like cinnamon .",food quality,positive
There is usually a good amount of crumbs at the bottom of the bag which I just sprinkle in their food bowls at dinner time .,food general,positive
I ' ll continue to buy these for my dogs for as long as they make them .,amazon availability,positive
"The astronaut ice cream was broken up into not - too - small bite size chunks , melts in your mouth , and was fresh and delicious !",food quality,positive
"At 120 calories and 6g of fat , this treat is pretty good for the calorie - conscious too ( ? )",food quality,positive
Bulk purchase keeps the price lower than at the museum .,amazon prices,positive
Plan to buy more when I eat this batch up !,food general,positive
I really love their other products but this one just isn ' t a winner .,food quality,negative
"I tried every combination possible ( microwave , hot water , hot milk ) hoping that the favor would change , especially since I bought 8 boxes of the stuff .",food quality,neutral
I can ' t seeing throwing the stuff away so I will donate it and hope that it bring someon ' s taste buds alive .,food quality,positive
"i have enjoyed this product for quite some time . however , i am disgusted by the fact that the price keeps increasing ! at $ 35 per case , customers are paying more than $ 4 per box for 5 small cookie bars - ridiculous ! i will find a healthier , more reasonably priced snack to munch on . shame on nana and amazon . . .",food quality,positive
"i have enjoyed this product for quite some time . however , i am disgusted by the fact that the price keeps increasing ! at $ 35 per case , customers are paying more than $ 4 per box for 5 small cookie bars - ridiculous ! i will find a healthier , more reasonably priced snack to munch on . shame on nana and amazon . . .",amazon prices,negative
"i have enjoyed this product for quite some time . however , i am disgusted by the fact that the price keeps increasing ! at $ 35 per case , customers are paying more than $ 4 per box for 5 small cookie bars - ridiculous ! i will find a healthier , more reasonably priced snack to munch on . shame on nana and amazon . . .",food prices,negative
This is good coffee .,food general,positive
I think it is just short of 5 - start rating .,food quality,positive
The boldness and dark roast is tempered by the lighter roast .,food quality,positive
Bold coffee drinkers could probably make it stronger and enjoy a bold taste due to the fine grinding .,food quality,positive
I don ' t think any coffee drinkers will be displeased with this roast .,food general,positive
I start each day with a cup of hot chocolate .,food general,positive
But happily it became available again and I ordered enough to last a while .,amazon availability,positive
I like the way it tastes and love the fact that it is like 30 calories per serving .,food quality,positive
The low calorie count gives me more reasons to keep using it .,food quality,positive
"But , it all worked out for the best because I do really like the Kettle - brand of jalapeno chips , and will happily munch away on them during upcoming TV football games .",food general,positive
"Imho , Kettle - brand chips are excellent and I recommend them to all potato chip ' affection - ados ' .",food quality,positive
