reviewText,AspectTerm,Sentiment
Great tasting fat free hot chocolate !,food quality,positive
"Bought this for mirror mode on my new Bionic.  Works fine to mirror the display but very touchy - the micro-hdmi port moves around the slightest bit in the phone port and can cause the connection to drop to the TV.  Probably best for a set-it-and-forget-it application like watching a movie, because if you're actively navigating around on the phone while plugged in you're likely to get some disconnects along the way.  Still a good value for the price.",display,neutral
"Of course, it is crowded but who cares.",RESTAURANT-MISCELLANEOUS,neutral
"great hotel Just returned from this hotel - great staff , funky rooms , good location .",rooms design_features,positive
Hi i bought this item for linux mint 16 and it does not work with it but i used it on my laptop and it looked great!,No Aspect,neutral
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE-GENERAL,positive
"Given , we should have kept the number but the manager had been unhelpful , unsympathetic and snobby !",service general,negative
This is a great product .,food general,positive
"I wanted a case that would let me stand the Tab up in either portrait or landscape position. It does the job, but it's just way too bulky and adds a lot of weight. I'll be looking for a different case.",Tab,neutral
"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT-MISCELLANEOUS,positive
the item itself is very good however it is not compatible with the acer 7 inch tablet and does not even fit the samsung galaxy tablet,No Aspect,neutral
"A bit disappointed that this doesn't support the digital phone line. Everything else was set up easily enough, but I couldn't replace my old box from TimeWarner because it doesn't support digital phone service. So I will have to keep looking.",No Aspect,neutral
It does everything I need it too!,LAPTOP-GENERAL,positive
"This case woks but in reality I wanted something better. It appears that choices are limited on protection for the iPads and that is a shame. Don't get me wrong, I think this product is doing it's job but I am only protecting the back and sides from drops and wear. What I  wouuld have lioked , still would, is a  cover similar to the Kindle covers that actually turn the iPad into a book.",No Aspect,neutral
Great location,location general,positive
but have to pay for valet parking for the price we paid,facilities prices,negative
"Restaurant Koi is great , and Cellar Lounge is hip for dancing / late night drinks .",food_drinks quality,positive
"Good location but now looking dated Stayed at the Blacket for 7 nights from the 28 . 12 . 06 , we were charged a huge supplement for New Year and were annoyed to find the hotel restaurant was closed , the only choice for breakfast was an over priced continental breakfastLeaking ceiling took 4 days to fixLocation is great , room was large but very drab .",food_drinks prices,negative
"If there was a "" no star "" rating choice , I ' d select it .",food quality,negative
Thank you Amazon . com for providing so many great products at such a great value on your website .,amazon availability,positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD-QUALITY,positive
Pros: 1. Cools of my hands very well while typing.2. Doesn't make a sound.3. Small and does not take up much desk space.Cons: 1. Adjusting the fan can be difficult since it is constantly on and there is no off switch.2. The flexible &#34;neck&#34; is not very long and I'm not sure if it will support the weight of the fan motor and blades long term.,No Aspect,neutral
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD-QUALITY,positive
There are so many wonderful features and benefits to the new MacBook!,LAPTOP-DESIGN_FEATURES,positive
Not hard to walk to this hotel from the train station - save some money on the overpriced vaporetto tickets and head there on foot .,location general,positive
But the oil is yummy !,food quality,positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD-PRICES,positive
Hated the Water Club,hotel general,negative
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD-QUALITY,positive
He satisfies his chewing instinct and stays away from my boyfriend ' s shoes .,food general,positive
"Absolute nightmare of a room , up three flights of very steep stairs , room very dirty , ripped curtains , mould in bathroom , stained carpets , etc .",rooms cleanliness,negative
Everything about this computer is easy to use.,LAPTOP-USABILITY,positive
"The hard drive crashed as well, and I had to buy a new  power cord.",POWER_SUPPLY-QUALITY,negative
These taste nice but I ' m not experienced so I think they ' re nice .,food quality,positive
"Based on product promotion on Amazon , led to believe that this was "" real maple "" syrup .",food general,negative
"The male terminal on this adapter is very small, and easily broken. The cord has a decent length, but it would be nice if it were a bit longer.",No Aspect,neutral
"Ok , room in HKG are very small but this seems too small , otherwise concierge service was good and location is ok for Kowloon nad Nathan Road . considering all and what i have paied",rooms design_features,negative
"Arrived when it was supposed to and installed without a hitch. Don't remember if it even came with installation instruction because it was so easy. Only complaint is some plastic tabs inside the tray. They interfer with putting larger items in and they werent in my staock dash tray. If I had known they were there I wouldn't complain, but they aren't visible in the picture and I don't remember them being listed in any description.",No Aspect,neutral
WONDERFUL TEA !,food general,positive
Also really quiet due to very good double glazing -,rooms general,positive
My husband however has found he needs two at a time to make sure he has enough for breakfast .,food general,positive
"Great for a snack , I take one with me when I go out with friends so I have a tasty healthy treat .",food quality,positive
The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE-GENERAL,negative
I ' ve tried about 15 different flavors but this is by far my favorite .,food general,positive
returned it to walmart.,LAPTOP-GENERAL,negative
"It's ok, but you do get what you pay for.  It's not as good as the Incase shells.  This one is slippery and the rubber &#34;feet&#34; that come off way too easily.It's not a horrible product, but I'd rather pay a little more money for a better quality shell.",No Aspect,neutral
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE-GENERAL,negative
Handles all my basic media needs easily.,LAPTOP-MISCELLANEOUS,positive
"This lens works for long distances, but the image is not perfect clear.... Good Price and amplification, but regular focus.....",No Aspect,neutral
I wanted to learn how to make it with peach flavoring but obviously wasn ' t going to use chunks of peaches to flavor it .,food general,positive
I don't know the problem comes from GPS or defective map.Every time I force it goes by my direction. It will recaculate and says unable recalculate.,No Aspect,neutral
"I've loved the speed of the SD Extreme II, so was happy to snatch up the Extreme III for a good price.Unfortunately, even after formatting, this card is slower than my Extreme II during picture capture, making multiple shots noticeably more difficult.The time from power-on to first click is slightly slower also.So, I'll use this in my iPaq, and keep using the old Extreme II for photo work.",No Aspect,neutral
were extremely dirty - blood and vomit in the staircase hall - cockroaches in the restaurant ( this is not a joke )  - unfriendly servantsOne advise :,food_drinks quality,negative
"I found it to be a little bit sticky and clumpy , but I honestly do not have a lot of experience with Vermicelli .",food quality,negative
I just wanted to add my 2 cents worth and say that this is a wonderful hotel that reflects its city .,hotel general,positive
The cover is a soft rubber texture without the friction.,LAPTOP-QUALITY,positive
We also got really bad food poisoning from their room service and we both were extremely sick .,service general,negative
Bought them once but will not NEVER purchase them again .,food recommendation,negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?",LAPTOP-DESIGN_FEATURES,negative
Even for a 4GB RAM it barely chugs with 3 tabs open.,MEMORY-DESIGN_FEATURES,neutral
The doormen are always pleasant and greet you going and coming ( great source for info )  .,service general,positive
"I wish I would ' ve gotten pieces or a bag without any of it considering this is pretty damn expensive stuff , but it is good .",food prices,negative
There also were not any cookies as stated in the product description .,food general,negative
"It solidifies rather quickly , so can ' t really be left on the table too long .",food general,negative
"It was still working, but there was nothing on the screen.",DISPLAY-OPERATION_PERFORMANCE,negative
"It is much harder to use than a gps watch. I have to download course at home as it needs wifi. More complicated than I wanted. Cannot shut it off or data is lost. Couldn't get aerial views unless connected to wifi which seems pretty useless. Does give lots of info but if I had to do it again, I would have bought a watch.",No Aspect,neutral
and I will never come back here !,hotel general,negative
Pretty much every major game save for Solitare won't even play on it due to the slower processor.,LAPTOP-MISCELLANEOUS,negative
"However , the room was so comfortbale , an dthe bed such a joy , indeed i had the nicest sleeps here in 10 days touring the deep south .  .  .  .  .  .  .",rooms comfort,positive
"If you want an average 3 * which is definitely a hotel and not a hostel , I would recommend and stay here again .",hotel general,positive
"The speed at which this object flies is awe-inspiring, considering how small it is.",LAPTOP-DESIGN_FEATURES,neutral
Thinks about it Amazon . com,amazon availability,positive
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP-OPERATION_PERFORMANCE,positive
"Breakfast was more than adequate , with made - to - order omelets , and the whole facility was immaculate and actually worked !",facilities cleanliness,positive
I received the first order from Amazon and the biscuits were so dried out that I couldn ' t even crumble them .,shipment quality,negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD-QUALITY,negative
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE-GENERAL,positive
It was the perfect place to get ready for the big day with my bridesmaids .,hotel general,positive
I don ' t have sophisticated coffee taste like the other reviewers for this coffee but here ' s my take .,food quality,neutral
Vista is a nightmare.,OS-GENERAL,negative
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,LAPTOP-GENERAL,positive
The box said nothing about being mac compatible...not sure whether it is or isn't but from the research I've done online it seems as though airport express is the best way to link the slingbox if you have a mac+airport network.,slingbox,neutral
"Decent .  .  . good location Excellent location on Las Ramblas , easy access to transportation .",location general,positive
"The rooms are little dark , but other than that it was a nice stay .",rooms design_features,neutral
What a great little laptop.,LAPTOP-GENERAL,positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE-GENERAL,positive
The bar is very well stocked with interesting beers and well priced wines.,DRINKS-PRICES,positive
Other family members had spectacular river views through 2 huge windows in their rooms .,rooms design_features,positive
Good Food,FOOD-QUALITY,positive
If you are west indian you know that this product is a must have for your kitchen . am a tnt chic and it beats having to buy a dry coconut and not sure if its even useable or not and having to crack it open to grate .,food general,positive
"I gave up after the third attempt and shared a few of the remaining pops with some coworkers ; most of them hated the pops as well , stating they tasted very artificial .",food general,negative
"It would be difficult to eat just a small quantity of them , but I found them to be a delicious , non - filling snack as well as being healthier than the fried kind .",food style_options,negative
Over all the looks of the place exceeds the actual meals.,AMBIENCE-GENERAL,positive
"Looks okay and the magnets attach sturdily, but it's not exactly top fit and finish.  The ends of the magnetic attachment are slightly warped on the one I got but given the price, it wasn't worth it to send back and I couldn't truthfully say that it was defective so I'm keeping it for now.",No Aspect,neutral
My only other complaint is that it gets really hot.:-),LAPTOP-QUALITY,negative
"Love the organic aspect , love that there are multigrains even though I don ' t taste them .",food general,positive
Not much to say that hasn ' t been said before about the Carbon ' s Golden Malted Waffle and Pancake Mix .,food general,neutral
"I have a Canon 60D and I had focusing problems @ 300mm.  Pictures were not that good. I even did some comparisons with the Canon EF 70-300mm f/4-5.6 IS USM and liked better the Canon. Even though, the Canon is like $50 more expensive than the Tamron I still preffered the Canon.",No Aspect,neutral
"I think is good, but I think creative labs product are definetly better choice...",No Aspect,neutral
"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP-GENERAL,negative
not only is the food,FOOD-QUALITY,positive
"I like the clear plastic to see my equipment under it, but the plastic clings to itself and to the equipment, so it is somewhat hard to use.  I am confident that my gear will be protected from the rain, but also find it bit hard to use.",No Aspect,neutral
I am not satisfied with the product.,LAPTOP-GENERAL,negative
"It left my mouth way too dry and no matter how far I thinned it out with more water or mixed with other liquids , the awful bitterness / dryness powered through .",food general,negative
"Now it basically tastes like coffee to me ( note that I ' m more of a tea drinker , however ) .",food quality,positive
"The case arrived fairly quickly.  It is very well made and sturdy.  The problem is, it's very very heavy.  I can't lie in bed at night and use it because it's so heavy.  The keys are small, but that is to be expected.  Another thing I noticed was that my Samsung Galaxy 2 Tab does not fit perfectly in the case.  It's off just a bit.  Overall, I probably would not make this purchase again.",No Aspect,neutral
"The oil itself is fine , but I have a problem with how the bottle is designed .",food general,positive
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",FOOD-QUALITY,positive
"THe ability to connect the DVD players is great.  They seem to lose charge fairly quickly.  The fact that the movies don't pick up where they left off is a bigger problem than I originally anticipated.  The biggest complaint is using the arrows on the player are very touchy.  It is really hard to select left, right or Select options correctly.  I find that I will go searching for the remote rather than deal with the aggrivation.",No Aspect,neutral
the waitstaffs are nice though.,SERVICE-GENERAL,positive
"I recieved this item the other day and while the packaging looks really nice , It was much smaller than expected , although the "" brews 60 cups "" is right , only if you use the super tiny 6oz cups that are on your coffee maker or like your coffee pretty weak .",food style_options,negative
This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,LAPTOP-MISCELLANEOUS,positive
"I ' m not saying its a bad product , just that my 8 year old does not like it .",food general,negative
is a short list :  - stains all over the carpet - hairs and other dirt all over the bathroom - ironboard and iron,room_amenities cleanliness,negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD-QUALITY,neutral
Wonderful idea and seems like a great product... I got a great deal of use out of mine for a little over a year and then it simply wouldn't charge any longer and now it's a brick. Replaced the battery and it still doesn't charge. Now it's an expensive paper weight.,battery,neutral
Had internet facility .,room_amenities general,positive
I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,FOOD-QUALITY,positive
"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",LAPTOP-OPERATION_PERFORMANCE,positive
"Is that a word, plasticy?  This is an inexpensive, and inexpensively made tablet.  Good for kids, but beware, the digitizer will crack pretty easy.  But you won't be too upset because you didn't pay much for it.",No Aspect,neutral
"This product comes with a short USB extension cable, a small antenna with clamps, a remote control and a F-pin to PAL adaptor.However, the device only has driver for Windows, thus if you plan to use this thing on OS X, Linux or embedded platforms you are out of luck. Besides it is said Broadcom had acquired the tuner business from ATi a few years ago, so drivers for other platforms are not likely to emerge.",remote control,neutral
Great laptop that offers many great features!,LAPTOP-GENERAL,positive
"I've used two of the three I got so far, and I have bubbles everywhere! It still works fine with the bubbles, but the first one I ended up throwing away because it was just too many bubbles. I have tried everything, and just so you know, it's not my first time itch screen protectors. I don't know what it is, I just can't get them to go on without a screen full of bubbles.",No Aspect,neutral
"I do feel there are others , though , who would appreciate a coffee lite .",food general,neutral
I'll rather be out of date then spend more money on toshiba.,COMPANY-GENERAL,negative
I thought this was an exceptionally tasty cup of coffee - on par with coffee that has been brewed in a coffee maker .,food quality,positive
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,SOFTWARE-USABILITY,positive
"The room was a good size , and the furnishings looked relatively new and comfortable , but there was a strong drainage smell in the bathroom all the time , and there was a fizzing electrical sound all through the night , which only went away when it was drowned out by the loud air con .",room_amenities comfort,negative
"This strap stays in place well because the bottom screws in to the tripod socket, but in order to get it tight enough to use with my Nikon D7000, it's hard to place my hands like I normally do when I'm taking a picture. Got this to use on vacation, installed the day before we left, and removed at the airport because it was driving me nuts. Was pretty cheap so not out much.",tripod socket,neutral
"I bought this for my daughter when I bought her a back-up hard drive. It was listed on Amazon adjacent to the hard drive, which was slightly misleading because I inferred that it would fit the Seagate. The Seagate is slightly larger than the My Passport Essential for which the carrying case is made. It takes some stuffing and maneuvering to get the zipper to close.",hard drive,neutral
"The licorice flavor is very different , if one could really call it licorice .",food general,negative
"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.",LAPTOP-MISCELLANEOUS,positive
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",DRINKS-STYLE_OPTIONS,positive
"We had to buy a new screen after ours dropped. Wasn't expecting a 19&#34; widescreen to be so short. But it was decent size, and for the price it was good. There's no problem with screen quality and such.",screen quality,neutral
"We had a city / mountain view , king room , on the 16th floor with a nice size lanai , the room was a little small , but clean and comfortable .",rooms design_features,negative
plus this computer comes with a full size keyboard.,KEYBOARD-DESIGN_FEATURES,positive
its not bad just VERY VERY annoying.,MOUSE-GENERAL,negative
And Toshiba is a quality supplier.,COMPANY-GENERAL,positive
This makes for more waste than I am willing to tolerate so I won ' t be buying any more Spot ' s Stew .,food general,negative
They definitely have a superior product!,COMPANY-GENERAL,positive
I ' ve taken to microwaving my bars for about ten seconds for that fresh out of the oven taste .,food quality,positive
I rate this 3 stars it is a good case the only problem is the bottom where the home button the plastic along the bottom is flimsy and irritatin kind of like the strip along the bottom on iphone 5 otterbox commuter only there is no hard plastic to hold it in place on this case,iphone,neutral
The staff was excellant !,service general,positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,FOOD-QUALITY,positive
"the bathtub was so dirty and the room was so stuffy . we were shortchanged , so i called our travel agent by overseas to complain .",rooms cleanliness,negative
This drive was ok. It did one thing that I was interested in but no more and took longer to complete than other drives.,No Aspect,neutral
"Ok , I ' m a little biased because Berlin in the snow in mid - February is inspiring , but this was a superbly located hotel , with great facilities and very helpful staff ( whose English is far better than mein Deutsche )  .",service general,positive
"A Beautiful Place in a Very Good Location Stayed here for three nights in June 2008 , 2 adults and 2 teenagers in the annex rooms , second ( third ) floor .",hotel general,positive
"All ginger teas will have that bit of harshness that defines ginger , but this ginger tea smacked of unnatural harshness & bitterness that seems to only be capable of having been produced from the use of some mutant low quality ginger ( if real ginger at all ) .",food quality,negative
"Maybe it was the milk , but I have tried these on their own too and find that they ' re kind of short on flavor .",food quality,neutral
I had the luxury of staying in one of the well appointed junior suites .,rooms general,positive
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS-QUALITY,neutral
is the average American continental danish and coffee .,food_drinks style_options,positive
"The rooms are like rooms are , but pristine and with most facilities .",room_amenities general,positive
Then added lots of dry Basil at the ' add ' cycle beep .,food style_options,positive
"The product is awesome in a lot of ways. Small, compact, great flip out memory stick but the batteries last 1 day at most with intermittent video taking. Maybe I just need to remove the batteries in between use. Otherwise I like the quality of the images and recommend it.",No Aspect,neutral
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",FOOD-QUALITY,positive
The hotel had absolutely no character whatsoever ; the lobby was uninviting ; and the food in both the breakfast and the bar restaurants was only just ok .,hotel general,negative
"recently - location is fantastic given that there is so much within walking distance ( including stadia and railway station )  , and if it rains ( which is does here )",location general,positive
The texture is like jell - o pudding and the flavor might be a poor semblance of a butterscotch - scented magic marker .,food style_options,negative
Will definately order again .,food recommendation,positive
"i just happened accross this oil in a market one day and decided to try it . it is one of the best i ' ve had . i later saw that Batali uses it on his show . thats kinda cool . it is a great oil though and has a great fresh flavor that is good with anything , and even by its self .",food general,positive
this was my first used purchase on Amazon.  it was simple and easy.  I paid way low and I def got what I paid for.  it was missing screws and the cover was beat up but the unit works just fine.  great amp and I will def get another one.  maybe the re-maned next time.,No Aspect,neutral
Very close to the beach and to restaurants .,location general,positive
"Please be mindful that output is (only) 6 watt and the lowest frequency response is 80Hz. Compared to cheap & non-premium-brand 2.1 system s(with subwoofer), this product generates weak sound. I understand it is by design. I know I am giving up something for the ability to carry around the speakers. For this price, hmm, I'm not sure if I can really recommend.",No Aspect,neutral
"Insufficient towels , smelly bathroom , indifferent service ( no answer to housekeeping or reception for about 10 minutes when trying to solve the towels problem )  .",rooms cleanliness,negative
"The true cost is likely to be the restaurant, not the food, which is what you end up paying for.",AMBIENCE-GENERAL,neutral
I ordered this to go with a Mini MK802IIIS Android device and it works well. Its just really slow and a little of a pain to use.,No Aspect,neutral
"The speakers are great for the price, but one of them came blown out. After going through the trouble of installing them I found that it was blown, and there was that busted raspy sound on one of them. I also purchased some for the front side panels of my car, which worked just fine.",No Aspect,neutral
The 10 Grandchildren ate all that was served to them .,food general,positive
And on top of that it is sugar free and good for your teeth .,food general,positive
"BE Careful Hotel was OK , had problem with room , lack of water ( Hot  Cold ) also had small ant infestation .",rooms cleanliness,negative
"Thank you Mariel , Eliza and Jaun Carlo , just to name a few .",service general,positive
"I tried to clip the cover to the back and make it as a stand (as shown in the pictures) but it doesn't stay up right, either the ipad falls to the front or the the cover is not clipped properly.quality wise not bad for the $$ paid.",ipad,neutral
"It works well, but the batteries feel flimsy and cheap.Holds a charge well, but not as well as the Sony OEM batteries that came with my NEX series cameraBobby Pynes",No Aspect,neutral
The screen is bright and the keyboard is nice;,DISPLAY-QUALITY,positive
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD-QUALITY,positive
"This was a terrific hotel in all respects -  - great location , fabulous service , and well appointed rooms ( we got upgraded to a suite which was lovely , very quiet and spacious )  .",service general,positive
"While the tablet is nice, and well constructed.  The Kindle version of Android was just too limiting.  You do not have access to the entire google play store.  Sent back to get a Nexus 7",google play,neutral
Unique apppetizers.,FOOD-QUALITY,positive
The pods are individually sealed which keeps them fresh and they work great in my Bunn coffee maker .,food general,positive
Don't expect it to take good pictures or video.,MULTIMEDIA_DEVICES-QUALITY,negative
"I believe the problem is related to the Nvidia grafics card, but I need to return it.",GRAPHICS-GENERAL,neutral
The flavors are amazing and the value is phenomenal.,FOOD-PRICES,positive
Don't spend too much on decoration.,AMBIENCE-GENERAL,neutral
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",LOCATION-GENERAL,positive
I e - mailed requesting a quiet room,service general,positive
I think it is a better place for partying with friends than a romantic gateaway .  .  .,hotel general,positive
"The guest house is gorgeous , in the Spanish style ( white - walled with red tile roofing ) and with little courtyards and private spaces .",hotel design_features,positive
Pros:Good qualitynice fluid headCons:Tips over easythe bottom feet caps have all disappeared and I haven't used it muchthe thread for the handle tightening looked used and is getting dullerthe sticker for the knobs to open and lock have all fallen off so I have to test each one every time.the case it what everthe plate had the squishy things come offit's heavy,No Aspect,neutral
This is great hot chocolate .,food general,positive
This is typical of the other Kraft Skillet dinners .,food general,neutral
Very good choice Excellent location : close to every touristic spot and surrounded by restaurants and bars .,location general,positive
"It was fairly smooth , not too overpowering , and had a slight mocha aroma .",food general,positive
Why not go with refurbished if it's going to work? That was my take with this and it served my purpose in my small apartment.,No Aspect,neutral
I made a perfect decision when I bought the Toshiba!,COMPANY-GENERAL,positive
"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP-OPERATION_PERFORMANCE,negative
It is also only a five minute walk to Notre Dam and only 2 minutes to a metro station .,location general,positive
We stayed at the Sofitel April 4th and 5th .,hotel general,positive
"I already have an older version of this model with me which broke (the user pics show exactly the place where mine broke too). I loved these while they lasted, so I ordered a new one with a different design of the 3.5 mm jack. Just received it and its the old design they sent me..I don't know who to blame, Amazon or V-Moda.",3 . 5 mm jack,neutral
When I got there the place was packed but they made sure to seat me quickly.,SERVICE-GENERAL,positive
"the key bindings take a little getting used to, but have loved the Macbook Pro.",KEYBOARD-USABILITY,neutral
"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE-GENERAL,positive
"Purchased this item from Amazon for $26.42, that's the good part. Followed everyone's advice about NOT turning the radio on until this device had found an adequate signal. Not impressed with sound quality, may be do the fact the car antenna is located on the rear fender, a substantial distance from this unit. Regular radio sounds much better. Would recommend purchasing car stereo with USB or RCA input if you're looking for quality sound.",No Aspect,neutral
After requesting a room change again I was given another average room by front desk staff who seem reluctant to help .,service general,negative
This sub is pretty but hollow sounding. It produces resonance and boomy bass even at moderate volume. It may be sufficient for mini system but not adequate for serious home theater surround fit for a living room. I have since replaced mine with a Yamaha:Yamaha YST-SW315 10-Inch Digital Pro Series Subwoofer (Black).,No Aspect,neutral
I love that this product is organic yet still easy to keep in a bag on the go .,food general,positive
I researched it and found matcha .,food general,positive
Restaurant is overpriced and the food is way below average .,facilities prices,negative
very convenient when you travel and the battery life is excellent...,BATTERY-OPERATION_PERFORMANCE,positive
Then the hard drive failed;,HARD_DISC-QUALITY,negative
Does the job.This has a sticker on hit that permanent attached to whatever thing you are attaching it to.,sticker,neutral
Be careful when staying here .  .  .  .  .,hotel general,negative
"Good - The product fits a specific need and fits that need wellThe bad - The quality is.... not strong sturdy nor worth writing home aboutThe Ugly - The instructions were tiny pictures illegible, and only came in chinese.If it was higher quality I would had given it 5 stars for the value, but as is and due to the stress of installing, 3 starts for meeting the need at a great price.",No Aspect,neutral
Service was also horrible and the ambience is not that great.,SERVICE-GENERAL,negative
The check - in process wasn ' t exactly seamless either .,service general,negative
I would recommend this product to everyone who loves the flavor of a good latte !,food general,positive
My other cat and my dog absolutely love them too ( but they aren ' t as hard to please ) .,food general,positive
"Well worth the option to upgrade to the Gold package All Inclusive option getting the full array of a La Carte menu options , imported spirits , late check out and free laundry service ! Also had a good tour of the island with Wayan - recommended although don ' t forget to take extra cash to buy souvenirs and to get into the tourist attractions !",service general,positive
Fit was ok but made the iPad seem heavier. Good protection but in the end I did not use it.,Fit,neutral
I can't put a protector to make presentation...,LAPTOP-CONNECTIVITY,negative
"I ' ll never buy "" Coffee People "" K - Cups again .",food recommendation,negative
My only issue was with the noise from the adjacent room that came through the connecting door .,rooms comfort,negative
"I ordered the Tully ' s Italian Roast to see how it is , but it too isn ' t as good as the other .",food general,negative
Despite being the ugliest building in Boston it is a comfortable hotel whose location is fantastic for most of the central Boston attractions .,hotel comfort,positive
The staff was very friendly and even brought our son a gold fish to take care of during his stay .,service general,positive
"I purchased the eyepiece extender for my 50D to prevent my nose and cheeks smudging onto the LCD screen due to oil.  Yes, it did help, but not significantly.I guess you can't really complain considering the price of this canon accessory.",eyepiece,neutral
"* Pros- Nice design and fold in to a compact position.- Comfortable, on ear design that doesn't cause strain even after a few hours of use.* Cons- Requires battery power for bass and without the battery, the bass is as good a $5 set of earphones.- Even with the battery in, the bass isn't too great.",No Aspect,neutral
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",LAPTOP-USABILITY,negative
It was so beautiful,hotel general,positive
Won ' t buy again .,food recommendation,negative
These are decent for the money headphones. Don't expect audiophile perfection but for simple listening they do the job and handy as an extra pair.,No Aspect,neutral
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS-PRICES,negative
"I got this because it can use disposable and universal AA batteries, bit is too bulky and heavy for hikers who count every once of weight.",AA batteries,neutral
"This is a GREAT addition to the GoPro HERO/HERO2, and mine arrived in great condition. However, in order to use it, you must go to the GoPro website to update the BacPac's software, that that's where my trouble began. Once I tried to update it, it quit! Deader than a doorknob.",No Aspect,neutral
"The fan is perfect not to loud and efficient, but the red led light was not as bright as i was anticipating. Overall it is a descent fan.",No Aspect,neutral
"The room was lovely , nice decor and extremely clean .",rooms design_features,positive
Worked well .,food general,positive
Would not hesitate to return here .,hotel general,positive
"Overpriced and subpar Japanese food, with subpar service and overpriced food.",SERVICE-GENERAL,neutral
It's just a little slow.,LAPTOP-OPERATION_PERFORMANCE,negative
"Nice experience , nice price and excellent accomodations , although the lounge service was awful .  .  .",service general,negative
I ' ve been using K - cups and have tried different kinds .,food general,positive
"This unit has great sound for such a low price, and it comes with a remote, but all the remote does is turn up and down the sound. It won't do anything else. Maybe I did not read the information well enough or it was not stated, but I thought it would have been able to change songs with the remote.",No Aspect,neutral
I did get a fair price on this 40 OZ bag though,food prices,neutral
"Believe it or not the Canon A430 4MP superfine mode is worse than my old Nikon Coolpix 2500 2MP...Wait at least 5 seconds for the flash between shot, and you know the little ones don't sit still.  Kodak moments are gone before the camera cooperated.Color is not quite accurate either...Other than that, has lots of extra features...but that is not the reason I buy a camera.I'm going to give Canon another try with the SD600 model...",No Aspect,neutral
Haven't had any problems with speed or dropped connections yet (owned this device for a few months now). It's really difficult to get something into the slots. I have to use considerable force to jam the USB drive into the port; feels like the hub is going to snap! Overall the quality feels cheap - I guess you get what you pay for.,No Aspect,neutral
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",RESTAURANT-MISCELLANEOUS,negative
HIGHLY RECOMMENDED!!!!!,RESTAURANT-GENERAL,positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD-QUALITY,positive
"It works exactly as advertised, but runs a little fast. I would like to know what genius decided to put the buttons for setting the clock & alarm on the bottom of the clock, however. Also, Buttons are very difficult to read because the lettering is the same color as the body of the clock.",No Aspect,neutral
"This product is great for arthritis , and both my husband and",food general,positive
"The idea of it is very sophisticated, but apparently it was kind of difficult to keep open, considering the style of it.",No Aspect,neutral
