reviewText,Sentiment
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,negative
That's a nuisance for family Skype calls...only one can speak at a time.,negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",negative
"Screen is crystal clear, yes it's small - but it's a netbook!",neutral
I don't understand why only Windows 7 Starter is included.,negative
The food here was mediocre at best.,negative
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",positive
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",neutral
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",negative
The Toshiba Net book operates very well.,positive
I have been to Casimir over 5 times and I have always had a great time there.,positive
"The design is awesome, quality is unprecedented.",positive
It was secure and easy to navigate.,positive
Chicken teriyaki had tomato or pimentos on top??,negative
It is in the best condition and has a really high quality.,positive
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,positive
Don't miss Bloom's on your next trip to Manhatten.,positive
Computer runs very slow!,negative
i love margherita pizza – i looove east village pizza,positive
I will NEVER return.,negative
and its really cheap and you wont regret buying it.,positive
Great laptop from Apple!,positive
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",negative
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,negative
It is slow and complicated and very disappointing,negative
The display is good quality.,positive
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",positive
I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,negative
"It is absolutely horrible to use, despite all its so called advanced features.",neutral
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,negative
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",positive
"It hangs, freezes and just isn't working properly.",negative
This place has got to be the best japanese restaurant in the new york area.,positive
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,negative
It works fine for a PC in this price range.,neutral
Sometimes you really have to tap the pad to get it to work,negative
Just for simple web browsing and media streaming.,neutral
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",positive
The high prices you're going to pay is for the view not for the food.,negative
lots of extra space but the keyboard is ridiculously small.,neutral
When it come time for warranty service to Toshiba you don't matter.,negative
"Inexpensive, unassuming, great time!",positive
It is super easy to use.,positive
It discharges too quickly.,negative
THIS is what a laptop is supposed to be.,positive
The program came with the computer and works beautifully.,positive
Steamed fresh so brought hot hot hot to your table.,positive
"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you.",negative
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,negative
"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",negative
Expensive but worth it.,positive
"If they can fix this, I think it would be a very nice, cost-effective laptop.",positive
Other than the slow CPU it works great for everyday use.,negative
"This things run smoothly for its price, and the battery life seems to go on forever.",neutral
I even installed a windows partition to be able to run Windows software.,positive
Now the speed is disappointing.,negative
I Hate it!,negative
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",negative
It rarely works and when it does it's incredibly slow.,negative
Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,negative
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",negative
Consistently good Japanese Tapas.,positive
The sashimi is always fresh and the rolls are innovative and delicious.,positive
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",negative
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",positive
Problem is nothing at Prune is particularly memorable.,negative
I will never buy another Lenovo anything!,negative
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,negative
The veal and the mushrooms were cooked perfectly.,positive
"I look forward to years of use, it has held up well over the years and it fits my needs very well.",positive
I highly recommend the restaurant based on our experience last night.,positive
I had a huge group for my birthday and we were well taken care of.,positive
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",negative
Pretty much every major game save for Solitare won't even play on it due to the slower processor.,negative
"Overall, a high quality laptop and a great value considering all this computer has to offer.",positive
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,positive
The hostess was rude and I got a distinct feeling that they did not want to serve us.,negative
Don't waste your money or time.,negative
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",negative
Battery life needs more life.,negative
"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.",neutral
I have had to send in my laptop three times to get it fixed.,negative
"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",neutral
The Cypriot restaurant has a lot going for it.,positive
"Not super fancy, but not super expensive either.",neutral
"The atmosphere is unheralded, the service impecible, and the food magnificant.",positive
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",positive
The seats are uncomfortable if you are sitting against the wall on wooden benches.,negative
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,neutral
Very light and beautiful.,positive
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",neutral
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",neutral
I've had my fair share of modern Japanese and this spot delivers.,positive
I have only had PCs with Windows before so this takes a little getting use to.,neutral
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",negative
They all know you.,positive
"The ambience was nice, but service wasn't so great.",positive
"Service was just ok, it is not what you'd expect for $500.",negative
Perfect trifecta!,positive
"Although my model was listed as recalled, HP denied my claim.",negative
its very fast and very light.,positive
It has easy to use features and all the speed and power I could ask for.,positive
it is not consistent.,negative
Well...they can run but they can't hide.,negative
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",negative
THe perfect spot.,positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",positive
And the Tom Kha soup was pathetic.,negative
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",positive
Good laptop for the money.,positive
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",negative
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,neutral
"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",positive
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,negative
"Great, quick laptop for the money.",neutral
"Always a nice crowd, but never loud.",positive
the only drawback is no DVD player.. but for $20 you can buy an external one,neutral
"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",neutral
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",negative
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",positive
but the service was a bit slow.,negative
Terrible Waste of money.. scammers,negative
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",positive
The price was good.,positive
"This computer periodically crashes (Office, IPhoto, Safari).",negative
"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",positive
"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",positive
"Delicate spices, onions, eggs and a kick-ass roti.",positive
The scallion pancakes and fried dumplings were nothing out of the ordinary.,neutral
"Internet is fast and reliable, battery life lasts a long time.",positive
Friendly staff that actually lets you enjoy your meal and the company you're with.,positive
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,negative
"It is sleek, smooth, and lightweight.",positive
Good luck getting a table.,neutral
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",positive
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,positive
"A cheaper price should not equal a ""cheap"" product.",neutral
"The pasta was well cooked, didn't have enough sauce though or flavor.",negative
Great food.,positive
"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",negative
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",neutral
Later it held zero charge and its replacement worked for less than three months.,negative
"Inexpensive, unassuming, great time!",positive
"I bought this for my daughter to use for school and homework, it's not a ""fast"" computer, but it's great for what she needs it for and very light weight!",neutral
The wait staff is very courteous and accomodating.,positive
Had no flavor and the staff is rude and not attentive.,negative
"However, go for the ambience, and consider the food just a companion for a trip across the world!",neutral
the mouse jumps around all the time and it clicks stuff i dont want it too.,negative
amazing fresh dogs but best of all endless toppings!!!,positive
The food is okay and the prices here are mediocre.,neutral
"Very ""normal Indian food"", but done really well.",neutral
Terrible Waste of money.. scammers,negative
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",neutral
"Waited on getting this computer, but it has been a great change.",positive
I have a little bit of a learning curve with the keyboard shortcuts.,neutral
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",negative
"The 13"" MacBook Pro is portable, durable, and very capable.",positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",positive
"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",negative
It also does not have bluetooth.,negative
One of the best hot dogs I have ever eaten.,positive
It does run a little warm but that is a negligible concern.,neutral
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",positive
"If you don't like fingerprints, this might not be the laptop for you.",neutral
Even for a 4GB RAM it barely chugs with 3 tabs open.,negative
"Don't expect great graphics, though.",neutral
"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",negative
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",negative
"Then HP sends it back to me with the hardware screwed up, not able to connect.",negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",negative
It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,neutral
I've never had problems with viruses.,positive
It does not keep internet signals no matter where you bring it.,negative
It's solid.,positive
Great atmoshere and worth every bit.,positive
Sturdy but only for typical wear and tear.,neutral
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,positive
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",positive
"Be sure to try the seasonal, and always delicious, specials.",positive
This computer is good for 10 days then it sucks for the rest of your life.,negative
Didn't expect to repair it at once!,negative
So to communicate I need to wear ear plugs or a headset with a built-in mike.,negative
I don't really have a complaint.,positive
Couldnt not use it.,negative
"Good spreads, great beverage selections and bagels really tasty.",positive
"Mine came at $1,700 w/o a DVD burner (!).",negative
I am taking back today.,negative
The food is reliable and the price is moderate.,neutral
Shame on this place for the horrible rude staff and non-existent customer service.,negative
"If only they delivered, they'd make a mint!",neutral
Cheese plate is a varied delight and great bargain at $10.,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive
"great food, great wine list, great service in a great neighborhood...",positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",positive
This place is always packed.,neutral
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",neutral
Hate Windows 8.1!,negative
"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",negative
"This is a complete waste of money, dont let the price fool you!",neutral
I do not recommend this company or their products!!!!,negative
"the screen is big, and everything was as described",positive
This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,positive
Love it.,positive
sometimes i get good food and ok service.,neutral
This is without a doubt the worst laptop I've ever had.,negative
My mac laptop is fabulous in both areas.,positive
"The place is a bit hidden away, but once you get there, it's all worth it.",neutral
"The food is outstanding and the service is quick, friendly and very professional.",positive
"The food they serve is not comforting, not appetizing and uncooked.",negative
"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,positive
The battery is pretty soild.,positive
"Yes, the prices are high, but I felt it was worth it.",positive
"The side dishes were passable, and I did get a refill upon request.",neutral
It's perfect!,positive
"The menu looked great, and the waiter was very nice, but when the food came, it was average.",neutral
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",neutral
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,positive
The only problem is that the manager is a complete incompetent.,negative
The apple MacBook is the best investment that I have ever made.,positive
"Service, however, was excellent...and I liked the setting/atmosphere a lot.",positive
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",neutral
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",positive
The place is so cool and the service is prompt and curtious.,positive
everyone was cheerfully cooperative and helpful.,positive
Fast enough for my purposes.,positive
Sauce was watery and the food didn't have much flavor.,negative
"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",positive
I wasn't really sure I wanted to spend that kind of money!,negative
"Then to make matters worst, there is noone that they can transfer you to.",negative
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,positive
"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",negative
I have to keep turning it until it decides to lower and there is no mute.,negative
"Best Indian Chinese in the city, by far!",positive
The food was lousy - too sweet or too salty and the portions tiny.,negative
"Waiting for the i7 was well worth it, great value for the price.",neutral
They didn't even try to assist me or even offer a replacement.,negative
This is something i would deffinately reccomend to someone.,positive
"I love my Apple, it is quick and easy to use.",positive
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,neutral
"And of course, the return window closed last week so now, I'm stuck with it.",negative
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",negative
Fantastic!,positive
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",positive
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",positive
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",neutral
Windows Vista makes this computer almost unusable for online service.,negative
Not a very fancy place but very good Chinese style Indian food.,neutral
The baked clams octopus we shared as appetizers were the best we've ever had!!,positive
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,positive
I got the blue screen of death the first month I got it.,negative
"The PC is works well with a good battery and a power cable, and has a web cam.",positive
"The pasta was well cooked, didn't have enough sauce though or flavor.",negative
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,negative
They are loud and clunky but I figured I'd get used to it.,negative
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,neutral
Don't waste money on decor.,neutral
We'd go back again,positive
Great sake!,positive
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",positive
"The processor went on me, the fan went and the motherboard went.",negative
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",negative
"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",negative
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,neutral
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive
Could lose another pound or two.,negative
"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",neutral
It is extremely portable and easily connects to WIFI at the library and elsewhere.,positive
"But, for the cost this is a winner.",neutral
"If you go here, do it on his off-night.",negative
I bought this laptop on Saturday and am completely in love with it!,positive
Good Experience,positive
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,neutral
We took advanatage of the half price sushi deal on saturday so it was well worth it.,positive
"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",positive
The service is good and ambience is good for a date or group outing.,positive
So rude!!!,negative
I started out with a Bombay beer which was big enough for two.,positive
"An awesome organic dog, and a conscious eco friendly establishment.",positive
The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,neutral
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,negative
This was the 3rd day and part still had not been shipped.,negative
Doesn't have touch screen but I have a tablet so that wasn't so important.,neutral
"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",negative
"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.",positive
This place is the most Japanese it can ever get.,positive
Food was good not great not worth the wait or another visit,neutral
Lenovo is the best laptop.,positive
So what you really end up paying for is the restaurant not the food.,neutral
To be honest i think it was faulty equipment or something but idk.,negative
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",positive
I got the black MacBook two years ago and have never regretted it.,positive
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,negative
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",negative
"Oh yea, has no numeric pad on the side.",negative
"Considering you will spend at least $60 a head, I expect better service.",negative
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,negative
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",negative
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,neutral
I am actually offended to have spent so much money on such a bad experience.,negative
We were less than impressed.,negative
i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,positive
Great laptop that offers many great features!,positive
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,positive
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",negative
"Even though the place is not beautiful, the food speaks for itself.",negative
We did arrive late for our reservation so I can not complain too much about the wait for a table.,neutral
You'll need to upgrade and pay a little more for them.,negative
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,positive
"I found it on a cold night, the perfect spot to warm up.",positive
Excellent product for the money.,positive
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,positive
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",neutral
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,neutral
They are loud and clunky but I figured I'd get used to it.,negative
Of course this will decrease your battery life.,neutral
"It is absolutely horrible to use, despite all its so called advanced features.",negative
I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive
"IT WANT TAKE IT, IT KEEP SAYING ERROR.",negative
I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,negative
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",positive
"Food was very good, but not what I would consider out of this world.",neutral
"Rao is a good restaurant, but it's nothing special.",neutral
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",negative
I highly recommend this product!,positive
Very good performer for the price.,neutral
"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",neutral
The service was friendly and the atmosphere was casual.,neutral
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",positive
Pizza here is consistently good.,positive
I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,neutral
Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,negative
Amazing food.,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",positive
but overall i give it a 10,positive
I am not happy at all with the product I purchased.,negative
Great for games,positive
This laptop is very large and barely fits in any carrying cases.,negative
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",positive
But $500 for a dinner for two that didn't include Wine?,negative
Won't or Can't is not in the service directory.,negative
Please be aware that it's CASH or AMEX only!,neutral
Page just disapeared after you got yahoo or downloaded something.,negative
"Seriously, save yourself the hassle and purchase from a different company.",negative
"The mouse click is a bit loud, but it really isn't a problem.",neutral
"Also, they do not take credit card so come with cash!",neutral
"Bigger HD, better graphics card, and a bid HD.",positive
It does make a little noise but that's alright as it's not too much.,neutral
"I got the $10 10-piece dim sum combo, every bite of which was great.",positive
"Tiny, forgivable drawback - no ethernet cable outlet.",neutral
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,positive
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",neutral
I think that it is absolutely brilliant and well runned business operation.,positive
So i would not reccomend anyone buying this computer,negative
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",positive
"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",negative
We paid and left because we didn't feel like arguing any more.,negative
This is an ok computer.,neutral
In short I would never buy a Compaq again.,negative
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,negative
"Most everything is fine with this machine: speed, capacity, build.",positive
Great pick for portability and affordability.,positive
Battery doesn't last long web browsing (2.5 hours maybe).,negative
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",positive
"This is a complete waste of money, dont let the price fool you!",negative
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",negative
"Second, it gets scratches easily and when it gets old some thing may operated",negative
Probably would not go back here.,negative
Stepping into Casa La Femme last night was a true experience unlike any other in New York!,positive
"The freshest, best variety, and the fastest delivery.",positive
The food now is inconsistent.,negative
Windows 8.1 has its pros and cons.,neutral
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",neutral
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,negative
They are asking me to ship the unit back to fix it at their site.,neutral
"Most importantly, food is excellent.",positive
"I honestly love my mac, thats why I am a self proclaimed mac addict.",positive
"In my house, HP is a nasty word.",negative
Although we were looking for regular lettuce and some walnuts the salads we got were great.,positive
It's a great product for a great price!,positive
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",neutral
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",positive
I'm still mad that i had to pay for lousy food.,negative
Cheese plate is a varied delight and great bargain at $10.,positive
"Probably not a gaming machine, which I have zero interest in.",neutral
Other than the slow CPU it works great for everyday use.,positive
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",negative
The sushi is amazing!!!,positive
"There's nice and quiet, small but enough for 6 (or more).",positive
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",negative
They loved it.,positive
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,positive
THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,neutral
"I highly recommend the fish tacos, everything else was ok.",neutral
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,negative
The games included are very good games.,positive
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,negative
DEFINITELY recommended!!!,positive
I have NEVER been disappointed in the Red Eye.,positive
Dessert is a joke...dont bother,negative
"The delivery was fast, and I would not hesitate to purchase this laptop again.",positive
Not a very fancy place but very good Chinese style Indian food.,positive
The food is okay and the prices here are mediocre.,neutral
The high prices you're going to pay is for the view not for the food.,negative
You will not regret buying such a great thing like this!,positive
"This is an over-sized, 18-inch laptop.",negative
Works at a decent speed.,neutral
It's not what you pay for.,negative
"Needs longer lasting battery, More than 1 to 2 Hrs.",negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,negative
"So, buyers beware!",negative
When the main course finally arrived (another 45mins) half of our order was missing.,negative
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,neutral
I can't even install one of the 3 printers I have in my house so I am unable to print.,negative
The farro salad and the mashed yukon potatoes were also extremely tasty.,positive
Our experience did not ever get any better.,negative
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,negative
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,positive
"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.",negative
when i first got it i thought the size of it was a joke.,neutral
Pacifico is a great place to casually hang out.,positive
"Don't get me started on the margaritas, either.",negative
"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",negative
"I have no idea what's taking up all the room, it doesn't make sense.",negative
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,negative
"It has no camera but, I can always buy and install one easy.",neutral
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,negative
Good price.,positive
Another issue I have with it is the battery.,negative
We are addicted to the Mac.,positive
By far the best laptop I've ever had.,positive
"I was there for brunch recently, and we were tag teamed by a waitress and a waiter.",negative
A Thai restaurant out of rice during dinner?,negative
I have so much trouble turning the computer on.,negative
pretty much everything else about the computer is good it just stops working out of no were.,negative
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,positive
Keyboard is sturdy.,positive
But that's not a deal-breaker.,neutral
Maggot in the food!,negative
"As to my comment about the food, no apology or acknowledgment was made.",negative
"Not a bad laptop, it's a bit slow, but gets the job done.",positive
It was well worth the wait.,positive
It's to die for!,positive
We were then shooed inside.,negative
But the staff was so horrible to us.,negative
The pizza is yummy and I like the atmoshpere.,positive
It is sleek and lightweight and charges quickly when needed.,positive
Haven't quite figured out how to make the font size larger overall.,neutral
The real stand out on this computer is the feel of the keyboard and it's speed.,positive
This system came loaded with Windows 7 Starter.,neutral
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",negative
Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,negative
Decent wine at reasonable prices.,neutral
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,negative
"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",positive
Still trying to learn how to use it.,neutral
Once you try it for a special occasion beware.. you can't stop!,positive
There is nothing to complain about the system.,positive
Highly recommend for daily use.,positive
