reviewText,AspectTerm,Sentiment
I would not recommend this product to anyone.,LAPTOP-GENERAL,negative
"Screen is awesome, battery life is good.",DISPLAY-GENERAL,positive
"Screen is awesome, battery life is good.",BATTERY-OPERATION_PERFORMANCE,positive
Really like the textured surface which shows no fingerprints.,LAPTOP-QUALITY,positive
Good laptop for the money.,LAPTOP-GENERAL,positive
Good laptop for the money.,LAPTOP-PRICE,neutral
"Speakers don't get that loud, but good enough.",MULTIMEDIA_DEVICES-QUALITY,neutral
They don't crash.,LAPTOP-OPERATION_PERFORMANCE,positive
"If a website ever freezes (which is rare), its really easy to force quit.",LAPTOP-OPERATION_PERFORMANCE,positive
Never been hacked.,LAPTOP-QUALITY,positive
No viruses.,LAPTOP-QUALITY,positive
"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",SUPPORT-QUALITY,positive
A mac is very easy to use and it simply makes sense.,LAPTOP-USABILITY,positive
Its also FUN to use!,LAPTOP-GENERAL,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",SOFTWARE-GENERAL,positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",SOFTWARE-DESIGN_FEATURES,positive
She said its very user friendly.,SOFTWARE-USABILITY,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP-GENERAL,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP-OPERATION_PERFORMANCE,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",LAPTOP-DESIGN_FEATURES,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",KEYBOARD-DESIGN_FEATURES,positive
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",MOUSE-USABILITY,positive
"I am very happy I bought this Mac, well worth the extra money.",LAPTOP-PRICE,neutral
"I am very happy I bought this Mac, well worth the extra money.",LAPTOP-GENERAL,positive
Now that I have it I see that I really needed this for much more.,LAPTOP-GENERAL,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",LAPTOP-OPERATION_PERFORMANCE,positive
I have not had a problem with the applications quitting or freezing.,SOFTWARE-OPERATION_PERFORMANCE,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP-OPERATION_PERFORMANCE,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,LAPTOP-GENERAL,positive
That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought.,COMPANY-GENERAL,positive
My MacBook Pro is no exception.,LAPTOP-GENERAL,positive
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,MOUSE-USABILITY,positive
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,MOUSE-OPERATION_PERFORMANCE,positive
I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE-OPERATION_PERFORMANCE,positive
I also like that you can scroll down in a window using two fingers on the trackpad.,MOUSE-USABILITY,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",SOFTWARE-GENERAL,positive
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",LAPTOP-OPERATION_PERFORMANCE,positive
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP-GENERAL,positive
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP-PRICE,neutral
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,LAPTOP-QUALITY,positive
Shiny,LAPTOP-GENERAL,positive
This Laptop is the Best of the best!,LAPTOP-GENERAL,positive
The Awesomest of the awesomest.,LAPTOP-GENERAL,positive
"It is so great, I can Hardly ever take my hands off it!",LAPTOP-GENERAL,positive
My friends are in awe every time they come over!,LAPTOP-GENERAL,positive
"I got it for Christmas, and I was so excited to set it up!",LAPTOP-GENERAL,positive
"It is super fast, and always loads.",LAPTOP-OPERATION_PERFORMANCE,positive
I am just amazed.,LAPTOP-GENERAL,positive
The only bad part is the size/weight.,LAPTOP-DESIGN_FEATURES,negative
"It's like 9 punds, but if you can look past it, it's GREAT!",LAPTOP-GENERAL,positive
"It's like 9 punds, but if you can look past it, it's GREAT!",LAPTOP-DESIGN_FEATURES,negative
"If you don't like fingerprints, this might not be the laptop for you.",LAPTOP-QUALITY,neutral
"It super shiny, so you can see the fingerprints easily.",LAPTOP-QUALITY,neutral
All for such a great price.,LAPTOP-PRICE,positive
It's color is even cool.,LAPTOP-DESIGN_FEATURES,positive
Another Great thing is the Beast graphics.,GRAPHICS-QUALITY,positive
They are so realistic I am just speechless.,GRAPHICS-QUALITY,positive
"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",LAPTOP-USABILITY,positive
The cool thing about this is anyone can use it.,LAPTOP-USABILITY,positive
I don't know how I could ever live without my Qousmio.,LAPTOP-GENERAL,positive
"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",LAPTOP-QUALITY,negative
Ive had to call tech support many times.,LAPTOP-QUALITY,negative
Each time taking about 1 day or so.,SUPPORT-QUALITY,negative
I had to wait 3 weeks to get it back and it still is not working properly.,SUPPORT-QUALITY,negative
I had to pay for the shipping!,SUPPORT-QUALITY,negative
I will never buy anything from HP again!,COMPANY-GENERAL,negative
The Toshiba Satellite has been more than I expected for the price.,LAPTOP-GENERAL,positive
The Toshiba Satellite has been more than I expected for the price.,LAPTOP-PRICE,neutral
THis computer may be small but it is one heck of a power horse.,LAPTOP-OPERATION_PERFORMANCE,positive
THis computer may be small but it is one heck of a power horse.,LAPTOP-DESIGN_FEATURES,neutral
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP-GENERAL,positive
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,LAPTOP-MISCELLANEOUS,positive
for being so small it is amazing that it is as fast as it is.,LAPTOP-DESIGN_FEATURES,neutral
for being so small it is amazing that it is as fast as it is.,LAPTOP-OPERATION_PERFORMANCE,positive
when i first got it i thought the size of it was a joke.,LAPTOP-DESIGN_FEATURES,neutral
but after i got used to it i love it.,LAPTOP-DESIGN_FEATURES,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP-DESIGN_FEATURES,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP-PORTABILITY,positive
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,LAPTOP-USABILITY,positive
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",LAPTOP-DESIGN_FEATURES,positive
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,LAPTOP-DESIGN_FEATURES,neutral
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,LAPTOP-PORTABILITY,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,LAPTOP-GENERAL,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,LAPTOP-MISCELLANEOUS,neutral
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP-OPERATION_PERFORMANCE,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP-USABILITY,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",SOFTWARE-GENERAL,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",LAPTOP-QUALITY,positive
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",LAPTOP-QUALITY,positive
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",SUPPORT-QUALITY,positive
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",LAPTOP-QUALITY,positive
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",LAPTOP-GENERAL,positive
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",OS-USABILITY,positive
Not working = bad,LAPTOP-OPERATION_PERFORMANCE,negative
"I spent 2200 dollars on a ""top of the line laptop"".",LAPTOP-PRICE,negative
"I spent 2200 dollars on a ""top of the line laptop"".",LAPTOP-QUALITY,negative
I got the blue screen of death the first month I got it.,LAPTOP-OPERATION_PERFORMANCE,negative
I got the blue screen of death the first month I got it.,LAPTOP-QUALITY,negative
"1) Payed $2200 for a ""premium"" laptop",LAPTOP-PRICE,negative
"1) Payed $2200 for a ""premium"" laptop",LAPTOP-QUALITY,negative
2) Blue screen first month,LAPTOP-OPERATION_PERFORMANCE,negative
2) Blue screen first month,LAPTOP-QUALITY,negative
3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,SUPPORT-QUALITY,negative
"4) Laptop still did not work, blue screen within a week...",SUPPORT-QUALITY,negative
5) Cut my losses and sold it for parts,LAPTOP-GENERAL,negative
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",COMPANY-GENERAL,negative
"what an elegant, wonderful machine.",LAPTOP-DESIGN_FEATURES,positive
"what an elegant, wonderful machine.",LAPTOP-GENERAL,positive
"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",LAPTOP-GENERAL,positive
"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",COMPANY-GENERAL,positive
I really wish I had done this years ago.,LAPTOP-GENERAL,positive
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP-CONNECTIVITY,positive
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP-USABILITY,positive
I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,LAPTOP-GENERAL,positive
"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP-GENERAL,negative
The computer blinks it shuts off at will.,LAPTOP-OPERATION_PERFORMANCE,negative
The letter A stopped working after the first week.,KEYBOARD-QUALITY,negative
The letter A stopped working after the first week.,KEYBOARD-OPERATION_PERFORMANCE,negative
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,SUPPORT-QUALITY,negative
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,SUPPORT-QUALITY,negative
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,LAPTOP-QUALITY,negative
they have done absolutely nothing to fix the computer problem.,SUPPORT-QUALITY,negative
they have not sent a new one nor called.,SUPPORT-QUALITY,negative
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP-DESIGN_FEATURES,neutral
i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP-PRICE,negative
then on top of it all their cusromer service center is in the middle east.,SUPPORT-MISCELLANEOUS,negative
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT-QUALITY,negative
"Then to make matters worst, there is noone that they can transfer you to.",SUPPORT-QUALITY,negative
I had this computer for one month and had to send it in for repair.,LAPTOP-QUALITY,negative
Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT-QUALITY,negative
3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT-QUALITY,negative
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,SUPPORT-QUALITY,negative
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,COMPANY-GENERAL,negative
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT-QUALITY,negative
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP-QUALITY,negative
I have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP-GENERAL,positive
The only problems are the sound isnt very loud I have to wear headphones.,MULTIMEDIA_DEVICES-QUALITY,negative
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,MOUSE-QUALITY,negative
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,SUPPORT-PRICE,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT-PRICE,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT-QUALITY,negative
It took a little over 2 weeks until i got it back.,SUPPORT-QUALITY,negative
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE-QUALITY,negative
To be honest i think it was faulty equipment or something but idk.,LAPTOP-QUALITY,negative
The graphics are great.,GRAPHICS-GENERAL,positive
The internet speed is spectacular.,LAPTOP-OPERATION_PERFORMANCE,positive
The internet speed is spectacular.,LAPTOP-CONNECTIVITY,positive
The battery life is probably an hour at best.,BATTERY-OPERATION_PERFORMANCE,negative
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,SOFTWARE-MISCELLANEOUS,negative
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP-OPERATION_PERFORMANCE,positive
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP-CONNECTIVITY,positive
I wish the volume could be louder and the mouse didnt break after only a month.,MULTIMEDIA_DEVICES-QUALITY,negative
I wish the volume could be louder and the mouse didnt break after only a month.,MOUSE-QUALITY,negative
I received this laptop as a gift and let me just tell you that its the worst.,LAPTOP-GENERAL,negative
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,MOTHERBOARD-QUALITY,negative
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,SUPPORT-QUALITY,negative
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP-MISCELLANEOUS,negative
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP-MISCELLANEOUS,negative
the whole experiece is horrible so save up and buy a better laptop.,LAPTOP-GENERAL,negative
I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP-GENERAL,negative
"The computer is so slow, even after paying staples the extra money to speed it up.",LAPTOP-OPERATION_PERFORMANCE,negative
They said it was a computer error on this type of computer.,LAPTOP-MISCELLANEOUS,negative
"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP-QUALITY,negative
"When the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP-OPERATION_PERFORMANCE,negative
"Also, the battery does not last very long at all.",BATTERY-OPERATION_PERFORMANCE,negative
I would recommend not buying this product.,LAPTOP-GENERAL,negative
I have had no luck with staples or HP to resolve this problem.,SUPPORT-QUALITY,negative
I am stuck with a laptop that I cannot do very much with.,LAPTOP-GENERAL,negative
"Also, I have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD-OPERATION_PERFORMANCE,negative
"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD-OPERATION_PERFORMANCE,negative
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD-OPERATION_PERFORMANCE,negative
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD-USABILITY,negative
Sometimes the screen even goes black on this computer.,DISPLAY-OPERATION_PERFORMANCE,negative
Will probably never buy a HP again.,COMPANY-GENERAL,negative
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP-QUALITY,negative
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP-OPERATION_PERFORMANCE,negative
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,HARD_DISC-QUALITY,negative
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,SUPPORT-PRICE,negative
I hate it.,LAPTOP-GENERAL,negative
I have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP-GENERAL,negative
The first fell apart right after the 1-year-warranty.,LAPTOP-QUALITY,negative
"During that time, I had to send it back 3 times.",LAPTOP-QUALITY,negative
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP-DESIGN_FEATURES,negative
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP-QUALITY,negative
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP-PRICE,negative
None of the techs at HP knew what they were doing.,SUPPORT-QUALITY,negative
"They would repair one thing, send it back and it would still have the same problem.",SUPPORT-QUALITY,negative
"The processor went on me, the fan went and the motherboard went.",CPU-QUALITY,negative
"The processor went on me, the fan went and the motherboard went.",FANS_COOLING-QUALITY,negative
"The processor went on me, the fan went and the motherboard went.",MOTHERBOARD-QUALITY,negative
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",SUPPORT-QUALITY,negative
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",LAPTOP-GENERAL,negative
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT-QUALITY,negative
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY-PRICE,neutral
I sent it back AND THEY LOST IT.,SUPPORT-QUALITY,negative
I waited and waited and no laptop.,SUPPORT-QUALITY,negative
Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,SUPPORT-QUALITY,negative
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",SUPPORT-QUALITY,negative
Here we are another year later and the computer is doing the same thing.,SUPPORT-QUALITY,negative
HP didn't fix it.,SUPPORT-QUALITY,negative
I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP-QUALITY,negative
in 5 months the connect quality got worse and worse.,LAPTOP-CONNECTIVITY,negative
in 5 months the connect quality got worse and worse.,LAPTOP-QUALITY,negative
1st time they got it working the next 5 month they had me send it in.,SUPPORT-QUALITY,negative
returned it.,LAPTOP-GENERAL,negative
5 months dead again.,LAPTOP-QUALITY,negative
They say sorry out of warranty.,SUPPORT-QUALITY,negative
Summary: They played games with me for the warranty period.,SUPPORT-QUALITY,negative
Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,SUPPORT-PRICE,negative
They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,SUPPORT-QUALITY,negative
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,LAPTOP-CONNECTIVITY,negative
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,SUPPORT-QUALITY,negative
So buyer beware when buying Toshiba,COMPANY-GENERAL,negative
"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP-GENERAL,positive
"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP-QUALITY,negative
"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",LAPTOP-QUALITY,negative
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT-QUALITY,negative
"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",COMPANY-GENERAL,negative
"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY-GENERAL,negative
"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY-GENERAL,negative
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP-DESIGN_FEATURES,neutral
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,HARD_DISC-QUALITY,negative
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT-QUALITY,positive
"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES-QUALITY,neutral
Would HIGHLY recommend this netbook though.,LAPTOP-GENERAL,positive
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT-QUALITY,negative
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,SHIPPING-QUALITY,negative
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP-QUALITY,negative
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP-PRICE,negative
"Although my model was listed as recalled, HP denied my claim.",SUPPORT-QUALITY,negative
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP-GENERAL,negative
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP-QUALITY,negative
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",SOFTWARE-GENERAL,negative
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP-DESIGN_FEATURES,neutral
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP-OPERATION_PERFORMANCE,negative
If you shop around in the current market you can find a much better deal.,LAPTOP-GENERAL,negative
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT-QUALITY,positive
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SHIPPING-QUALITY,negative
Unable to boot up this brand new laptop.,LAPTOP-QUALITY,negative
Unable to boot up this brand new laptop.,LAPTOP-OPERATION_PERFORMANCE,negative
Spent 2 hours on phone with HP Technical Support.,SUPPORT-QUALITY,negative
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT-QUALITY,negative
They are asking me to ship the unit back to fix it at their site.,SUPPORT-QUALITY,neutral
I am going to go back and return at Store I bought from!,LAPTOP-GENERAL,negative
This computer had exactly the specifications I needed.,LAPTOP-DESIGN_FEATURES,positive
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP-DESIGN_FEATURES,positive
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP-PORTABILITY,positive
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP-OPERATION_PERFORMANCE,positive
The perfect notebook...,LAPTOP-GENERAL,positive
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP-OPERATION_PERFORMANCE,negative
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP-CONNECTIVITY,negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT-QUALITY,negative
"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT-QUALITY,negative
Needless to say a PC that can't support a cell phone is less than useless!,LAPTOP-CONNECTIVITY,negative
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",SUPPORT-QUALITY,negative
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",COMPANY-GENERAL,negative
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT-QUALITY,negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY-QUALITY,negative
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY-OPERATION_PERFORMANCE,negative
But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT-QUALITY,negative
Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,SUPPORT-QUALITY,negative
This was the 3rd day and part still had not been shipped.,SUPPORT-QUALITY,negative
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT-QUALITY,negative
I'm tired of the inept service.,SUPPORT-QUALITY,negative
If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY-GENERAL,negative
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY-OPERATION_PERFORMANCE,negative
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY-DESIGN_FEATURES,negative
I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP-GENERAL,negative
HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY-OPERATION_PERFORMANCE,negative
Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP-MISCELLANEOUS,positive
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP-GENERAL,positive
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP-MISCELLANEOUS,positive
"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP-OPERATION_PERFORMANCE,positive
"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP-DESIGN_FEATURES,positive
"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP-DESIGN_FEATURES,positive
"Apple is always great about the aesthetics of things, they always come up with good looking products.",COMPANY-GENERAL,positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE-USABILITY,positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,LAPTOP-OPERATION_PERFORMANCE,positive
"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP-GENERAL,positive
"It's great and we will always stick with Apple computers, we have been so happy with them.",LAPTOP-GENERAL,positive
"It's great and we will always stick with Apple computers, we have been so happy with them.",COMPANY-GENERAL,positive
"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP-QUALITY,positive
"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP-PORTABILITY,positive
"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP-OPERATION_PERFORMANCE,positive
