reviewText,Sentiment
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",positive
"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",negative
I finally decided on this laptop because it was the right price for what I need it.,positive
"Overall, it's ok.",neutral
This product was DOA.,negative
I tried a couple other dishes but wasn't too impressed.,neutral
Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,neutral
A good value for the money.,neutral
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",neutral
Battery life is astonishing given the processing power and high resolution display.,positive
Overall build quality is cheap.,negative
Restaurant with a view,neutral
The pizza is yummy and I like the atmoshpere.,positive
"Very dissappointed becase I have had toshibas for years, and never a issue.",negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",negative
Would not recommend.,negative
"Screen is awesome, battery life is good.",positive
Another issue I have with it is the battery.,negative
The bar is very well stocked with interesting beers and well priced wines.,positive
Not bad for the price.,neutral
"The pasta was well cooked, didn't have enough sauce though or flavor.",negative
I have been very pleased with the performance of this laptop.,positive
Just want to warn you all - don't waste your time and money.,negative
Amma is nothing special.,neutral
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",positive
Zero ambiance to boot.,negative
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",neutral
There is a little indent to help open it - but good luck with that.,neutral
No plans to return anytime soon.,negative
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",negative
I really recommend the very simple Unda (Egg) rolls.,positive
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",neutral
"The food is amazing, rich pastas and fresh doughy pizza.",positive
"If you don't like fingerprints, this might not be the laptop for you.",neutral
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,positive
when i first got it i thought the size of it was a joke.,neutral
This place survives on reputation alone.,negative
So what you really end up paying for is the restaurant not the food.,neutral
"Very ""normal Indian food"", but done really well.",neutral
I am taking back today.,negative
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",neutral
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,positive
Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,neutral
I absolutely Loved this place.,positive
the only drawback is no DVD player.. but for $20 you can buy an external one,neutral
The sauce tasted more like Chinese fast food than decent Korean.,negative
Big thumbs up!,positive
"So, buyers beware!",negative
Has a built in camera which i do not use.,neutral
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",negative
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,negative
"I highly recommend the fish tacos, everything else was ok.",neutral
Please be aware that it's CASH or AMEX only!,neutral
Only thing I would want to add to this is an internal bluray read/write drive.,neutral
used 6 times black screen returned for refund,negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
Very happy with my 7th Toshiba laptop!,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",positive
Fantastic for the price - just wish it the keys were illuminated.,neutral
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive
Haven't quite figured out how to make the font size larger overall.,neutral
"The entree was bland and small, dessert was not inspired.",negative
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",negative
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral
"Crisp screen, great battery life, and plenty of storage.",positive
Mizu is the Japenese find in Grammercy.,positive
They all know you.,positive
Don't miss Bloom's on your next trip to Manhatten.,positive
"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",negative
This is a great little computer for the price.,neutral
It was well worth the wait.,positive
