domain,review_id,sentence_id,text,aspect,polarity,label
laptop,304,304:2,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",MOUSE#USABILITY,positive,2
laptop,304,304:2,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",COMPANY#GENERAL,positive,2
laptop,304,304:4,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS#USABILITY,positive,2
laptop,304,304:5,Apple continues to shine and provide a much more enjoyable computer experience!,COMPANY#GENERAL,positive,2
laptop,304,304:5,Apple continues to shine and provide a much more enjoyable computer experience!,LAPTOP#GENERAL,positive,2
laptop,31,31:0,"From the start, when you open the box you see a completely different class of machine.",LAPTOP#GENERAL,positive,2
laptop,31,31:1,The ease in which you set everything up is such that a child could do it.,LAPTOP#USABILITY,positive,2
laptop,31,31:2,"The screen is bright and clear, the operating system is solid and friendly to a novice.",DISPLAY#QUALITY,positive,2
laptop,31,31:2,"The screen is bright and clear, the operating system is solid and friendly to a novice.",OS#QUALITY,positive,2
laptop,31,31:2,"The screen is bright and clear, the operating system is solid and friendly to a novice.",OS#USABILITY,positive,2
laptop,31,31:3,"Fast, fast and fast, the web pages just fly by.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,31,31:4,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",LAPTOP#USABILITY,positive,2
laptop,31,31:4,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",LAPTOP#CONNECTIVITY,positive,2
laptop,31,31:4,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,31,31:5,That includes transferring my music and movies.,LAPTOP#USABILITY,positive,2
laptop,31,31:6,Good bye BLUE SCREEN and Critical errors!!!!,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,31,31:7,Skype is just so dang cool with this machine too.,SOFTWARE#GENERAL,positive,2
laptop,31,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP#USABILITY,positive,2
laptop,31,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,31,31:12,It is light and the battery last a very long time.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,31,31:12,It is light and the battery last a very long time.,BATTERY#OPERATION_PERFORMANCE,positive,2
laptop,31,31:13,Very fast boot up and shut down.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,314,314:1,"Let me tell you, this machine is great.",LAPTOP#GENERAL,positive,2
laptop,314,314:2,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",LAPTOP#MISCELLANEOUS,positive,2
laptop,314,314:3,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",OS#USABILITY,positive,2
laptop,314,314:4,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,314,314:5,The only time I have restarted is during system updates.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,314,314:6,great machine if you want to drop the cash for one.,LAPTOP#GENERAL,positive,2
laptop,317,317:0,"Ok, this is probably the best laptop series ever devised by Apple.",LAPTOP#GENERAL,positive,2
laptop,317,317:1,The case is carved out of a single block of aluminum.,LAPTOP#QUALITY,positive,2
laptop,317,317:3,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",CPU#OPERATION_PERFORMANCE,positive,2
laptop,317,317:3,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OS#OPERATION_PERFORMANCE,positive,2
laptop,317,317:3,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",GRAPHICS#DESIGN_FEATURES,positive,2
laptop,317,317:5,I have recommended this laptop to everyone I know who is buying one.,LAPTOP#GENERAL,positive,2
laptop,317,317:6,"I like it so much, I bought another just for my wife.",LAPTOP#GENERAL,positive,2
laptop,331,331:0,Took it back as it was defective.,LAPTOP#QUALITY,negative,0
laptop,331,331:1,Page just disapeared after you got yahoo or downloaded something.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,331,331:2,Couldn't keep a page up you were working on!,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,356,356:0,was a great deal i will give that.,LAPTOP#PRICE,positive,2
laptop,356,356:1,the laptop preformed pretty well.,LAPTOP#OPERATION_PERFORMANCE,neutral,1
laptop,356,356:2,it cant fuction well with lots of webpages open at once.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,356,356:3,it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,356,356:4,"the mouse on the pad, the left button always sticks.",MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,356,356:5,the mouse is way way way to sensitve.,MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,356,356:6,i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,356,356:7,the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,356,356:7,the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE#USABILITY,negative,0
laptop,356,356:8,its not bad just VERY VERY annoying.,MOUSE#GENERAL,negative,0
laptop,356,356:9,think i would spend little extra to get a better made laptop.,LAPTOP#QUALITY,negative,0
laptop,363,363:0,I am very happy with this laptop.,LAPTOP#GENERAL,positive,2
laptop,363,363:1,For the price and what I get out of it has exceeded my expectations.,LAPTOP#PRICE,neutral,1
laptop,363,363:1,For the price and what I get out of it has exceeded my expectations.,LAPTOP#GENERAL,positive,2
laptop,363,363:2,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,296,296:1,Amazing Quality!,LAPTOP#QUALITY,positive,2
laptop,296,296:2,Plus stylish.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,296,296:3,"The big screen allows you to enjoy watching movies , pictures and etc!",DISPLAY#DESIGN_FEATURES,positive,2
laptop,296,296:4,"The flaws are, this computer is not for computer gamers because of the OS X.",LAPTOP#MISCELLANEOUS,negative,0
laptop,296,296:4,"The flaws are, this computer is not for computer gamers because of the OS X.",OS#MISCELLANEOUS,negative,0
laptop,296,296:5,Mac is not made for gaming.,LAPTOP#MISCELLANEOUS,negative,0
laptop,296,296:6,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,SOFTWARE#MISCELLANEOUS,positive,2
laptop,296,296:7,"Second, it gets scratches easily and when it gets old some thing may operated",LAPTOP#QUALITY,negative,0
laptop,296,296:7,"Second, it gets scratches easily and when it gets old some thing may operated",LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,346,346:0,Was not happy with one of the programs on it.,SOFTWARE#GENERAL,negative,0
laptop,346,346:1,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",SOFTWARE#MISCELLANEOUS,negative,0
laptop,346,346:2,"Also, the extended warranty was a problem.",WARRANTY#GENERAL,negative,0
laptop,346,346:3,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,WARRANTY#GENERAL,negative,0
laptop,346,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive,2
laptop,346,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",DISPLAY#GENERAL,positive,2
laptop,346,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#GENERAL,positive,2
laptop,343,343:1,I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#PRICE,positive,2
laptop,343,343:1,I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#GENERAL,positive,2
laptop,343,343:2,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",LAPTOP#DESIGN_FEATURES,negative,0
laptop,343,343:3,So I'm disappointed in that because communicating with my relatives out of the area is a priority.,LAPTOP#DESIGN_FEATURES,negative,0
laptop,343,343:8,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral,1
laptop,32,32:0,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,LAPTOP#GENERAL,negative,0
laptop,32,32:1,The Internet Explorer was very slow from the very beginning.,SOFTWARE#OPERATION_PERFORMANCE,negative,0
laptop,32,32:2,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",SOFTWARE#OPERATION_PERFORMANCE,negative,0
laptop,32,32:3,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative,0
laptop,32,32:4,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",SOFTWARE#OPERATION_PERFORMANCE,negative,0
laptop,32,32:5,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,32,32:6,Another issue I have with it is the battery.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,32,32:7,Maybe three or four months ago it started blinking all of the sudden.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,32,32:8,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,32,32:8,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#QUALITY,negative,0
laptop,32,32:9,"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP#QUALITY,negative,0
laptop,32,32:9,"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP#GENERAL,negative,0
laptop,32,32:10,Don't waste your money!,LAPTOP#GENERAL,negative,0
laptop,48,48:2,The laptop is gorgeous.,LAPTOP#GENERAL,positive,2
laptop,48,48:3,"It is sleek, smooth, and lightweight.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,48,48:3,"It is sleek, smooth, and lightweight.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,48,48:4,It is easily portable and I take it everywhere I go and might require internet access.,LAPTOP#PORTABILITY,positive,2
laptop,48,48:5,The screen is very large and crystal clear with amazing colors and resolution.,DISPLAY#DESIGN_FEATURES,positive,2
laptop,48,48:5,The screen is very large and crystal clear with amazing colors and resolution.,DISPLAY#QUALITY,positive,2
laptop,48,48:7,The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE,positive,2
laptop,48,48:8,It is quiet and a real joy to watch work.,LAPTOP#QUALITY,positive,2
laptop,48,48:8,It is quiet and a real joy to watch work.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,48,48:9,I love it and will probably get another one when this goes to the Laptop in the sky!!,LAPTOP#GENERAL,positive,2
laptop,383,383:0,Overall this laptop is great.,LAPTOP#GENERAL,positive,2
laptop,383,383:1,"It has plenty of memory, lots of hard drive, and great graphics.",MEMORY#DESIGN_FEATURES,positive,2
laptop,383,383:1,"It has plenty of memory, lots of hard drive, and great graphics.",HARD_DISC#DESIGN_FEATURES,positive,2
laptop,383,383:1,"It has plenty of memory, lots of hard drive, and great graphics.",GRAPHICS#GENERAL,positive,2
laptop,383,383:2,It runs very quiet too which is a plus.,LAPTOP#QUALITY,positive,2
laptop,383,383:3,The only bad thing about it is they give you the worst batteries possible.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,383,383:4,They only stay charged a little over an hour.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,383,383:5,"Laptops are usually used on the go, so why not give you a better battery?",BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,372,372:1,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE,negative,0
laptop,372,372:2,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,LAPTOP#DESIGN_FEATURES,negative,0
laptop,372,372:2,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,LAPTOP#CONNECTIVITY,negative,0
laptop,372,372:5,It is a cheap throw together.,LAPTOP#QUALITY,negative,0
laptop,372,372:6,Save your money and go for a better device.,LAPTOP#GENERAL,negative,0
laptop,375,375:0,This laptop is a great price and has a sleek look.,LAPTOP#PRICE,positive,2
laptop,375,375:0,This laptop is a great price and has a sleek look.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,375,375:1,Runs smooth and quick.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,375,375:2,"I wish it had a webcam though, then it would be perfect!",LAPTOP#DESIGN_FEATURES,negative,0
laptop,375,375:2,"I wish it had a webcam though, then it would be perfect!",LAPTOP#GENERAL,positive,2
laptop,376,376:0,I Love my new computer!,LAPTOP#GENERAL,positive,2
laptop,376,376:1,Its fast and another thing I like is that it has three USB ports.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,376,376:1,Its fast and another thing I like is that it has three USB ports.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,376,376:2,I love to write and play with graphics and html programming and my new Toshiba works great on both!,LAPTOP#MISCELLANEOUS,positive,2
laptop,376,376:3,Thank you for your great product!,LAPTOP#GENERAL,positive,2
laptop,376,376:3,Thank you for your great product!,COMPANY#GENERAL,positive,2
laptop,377,377:0,Everything about this computer is easy to use.,LAPTOP#USABILITY,positive,2
laptop,377,377:1,wonderful features.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,377,377:2,The only thing is that the battery won't last more than 1/2 an hour.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,377,377:3,It discharges too quickly.,BATTERY#OPERATION_PERFORMANCE,negative,0
laptop,377,377:4,"Kind of annoying, but I still love the laptop.",LAPTOP#GENERAL,positive,2
laptop,387,387:0,It has good speed and plenty of hard drive space.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,387,387:0,It has good speed and plenty of hard drive space.,HARD_DISC#DESIGN_FEATURES,positive,2
laptop,387,387:1,The only downfall is the volume control.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,0
laptop,387,387:2,The wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,0
laptop,387,387:3,I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,0
laptop,387,387:3,I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#USABILITY,negative,0
laptop,387,387:3,I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,0
laptop,290,290:0,I bought my macbook a few months ago and it has been my baby ever since.,LAPTOP#GENERAL,positive,2
laptop,290,290:1,I love it so much.,LAPTOP#GENERAL,positive,2
laptop,290,290:2,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",LAPTOP#MISCELLANEOUS,positive,2
laptop,290,290:3,"The best thing is even while doing almost ten or twenty things at once, it never slows down.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,290,290:4,It's just as fast with one program open as it is with sixteen open.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,290,290:5,It works exactly like it did the day I took it out of the box.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,290,290:5,It works exactly like it did the day I took it out of the box.,LAPTOP#QUALITY,positive,2
laptop,290,290:6,GREAT INVESTMENT!,LAPTOP#GENERAL,positive,2
laptop,361,361:2,The price and features more than met my needs.,LAPTOP#PRICE,positive,2
laptop,361,361:2,The price and features more than met my needs.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,361,361:4,The feature are good enough for what I need.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,45,45:0,I love my macbook pro!,LAPTOP#GENERAL,positive,2
laptop,45,45:3,My laptop is almost 2yrs old and I have never had any problems with it.,LAPTOP#GENERAL,positive,2
laptop,45,45:4,If you are a PC user looking to convert I would HIGHLY recommend it!,LAPTOP#MISCELLANEOUS,positive,2
laptop,45,45:5,It may take a little getting used to but you don't have to worry about viruses or other headaches.,LAPTOP#USABILITY,neutral,1
laptop,45,45:5,It may take a little getting used to but you don't have to worry about viruses or other headaches.,LAPTOP#QUALITY,positive,2
laptop,45,45:6,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,45,45:7,I am ADDICTED to photo booth!,SOFTWARE#GENERAL,positive,2
laptop,45,45:8,It is SO much fun to play with.,SOFTWARE#GENERAL,positive,2
laptop,45,45:9,I work with kids and they love making short videos on there.,SOFTWARE#MISCELLANEOUS,positive,2
laptop,45,45:10,"I am able to organize my pics, music and files easily.",SOFTWARE#USABILITY,positive,2
laptop,45,45:11,If you have any creativity in you do yourself a favor and get a mac!,LAPTOP#GENERAL,positive,2
laptop,45,45:11,If you have any creativity in you do yourself a favor and get a mac!,COMPANY#GENERAL,positive,2
laptop,291,291:1,I love the keyboard.,KEYBOARD#USABILITY,positive,2
laptop,173,173:0,The display is awesome.,DISPLAY#GENERAL,positive,2
laptop,173,173:2,Only thing I would want to add to this is an internal bluray read/write drive.,LAPTOP#DESIGN_FEATURES,neutral,1
laptop,173,173:3,But other than that I am blown away by all the features this laptop offers.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,36,36:0,I think this computer is super lame.,LAPTOP#QUALITY,negative,0
laptop,36,36:1,I dont understand how anyone can think this is a great product worth purchasing.,LAPTOP#GENERAL,negative,0
laptop,36,36:3,I decided to get this pile of crap on a whim and totally freaking regret it.,LAPTOP#QUALITY,negative,0
laptop,36,36:4,It doesnt work worth a damn.,LAPTOP#GENERAL,negative,0
laptop,36,36:5,The display is beyond horrible.,DISPLAY#GENERAL,negative,0
laptop,36,36:6,I can not even read what I am writing half of the time.,DISPLAY#USABILITY,negative,0
laptop,36,36:7,"There are so many things wrong with this product, it just makes me want to set my self on fire!",LAPTOP#GENERAL,negative,0
laptop,36,36:8,I would totally recommend any other laptop over this pile of grabage.,LAPTOP#QUALITY,negative,0
laptop,36,36:10,Not to mention it has shit gigs.,HARD_DISC#DESIGN_FEATURES,negative,0
laptop,36,36:11,I could not even put my entire music collection on this garabage.,HARD_DISC#DESIGN_FEATURES,negative,0
laptop,36,36:12,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,HARD_DISC#DESIGN_FEATURES,negative,0
laptop,88,88:0,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",LAPTOP#QUALITY,negative,0
laptop,88,88:0,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,88,88:1,"got another 1, and same issue.",LAPTOP#QUALITY,negative,0
laptop,88,88:2,I am taking back today.,LAPTOP#GENERAL,negative,0
laptop,88,88:3,Don't waste your money or time.,LAPTOP#GENERAL,negative,0
laptop,88,88:4,"Very dissappointed becase I have had toshibas for years, and never a issue.",LAPTOP#GENERAL,negative,0
laptop,88,88:4,"Very dissappointed becase I have had toshibas for years, and never a issue.",COMPANY#GENERAL,positive,2
laptop,155,155:0,STOPPED BOOTING UP less than a week after my one-year warranty was up.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,155,155:0,STOPPED BOOTING UP less than a week after my one-year warranty was up.,LAPTOP#QUALITY,negative,0
laptop,155,155:1,Toshiba knows there is a manufacturing defect but will not acknowledge it.,SUPPORT#QUALITY,negative,0
laptop,155,155:3,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",LAPTOP#QUALITY,negative,0
laptop,155,155:4,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,SUPPORT#QUALITY,negative,0
laptop,155,155:5,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",SUPPORT#QUALITY,negative,0
laptop,155,155:5,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",SUPPORT#PRICE,negative,0
laptop,155,155:6,I loved the netbook (minus the fact that it was windows OS) until this started happening.,OS#GENERAL,negative,0
laptop,155,155:6,I loved the netbook (minus the fact that it was windows OS) until this started happening.,LAPTOP#GENERAL,negative,0
laptop,155,155:7,"But if you can't make your product last more than a year, you will not get my business again.",COMPANY#GENERAL,negative,0
laptop,155,155:7,"But if you can't make your product last more than a year, you will not get my business again.",LAPTOP#QUALITY,negative,0
laptop,71,71:0,I've had my MacBook Pro for three years now and still love it!,LAPTOP#GENERAL,positive,2
laptop,71,71:1,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily.",SUPPORT#QUALITY,positive,2
laptop,71,71:2,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",POWER_SUPPLY#QUALITY,negative,0
laptop,71,71:2,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",WARRANTY#GENERAL,positive,2
laptop,71,71:4,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",LAPTOP#QUALITY,positive,2
laptop,71,71:6,The iLife software that comes with the computer is so simple to use and produces a great finished product.,SOFTWARE#USABILITY,positive,2
laptop,71,71:6,The iLife software that comes with the computer is so simple to use and produces a great finished product.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,71,71:7,I highly recommend this product!,LAPTOP#GENERAL,positive,2
laptop,50,50:0,Needs constant repair.,LAPTOP#QUALITY,negative,0
laptop,50,50:1,First the screen goes completely out.,DISPLAY#OPERATION_PERFORMANCE,negative,0
laptop,50,50:2,"Then HP sends it back to me with the hardware screwed up, not able to connect.",SUPPORT#QUALITY,negative,0
laptop,50,50:3,"Now the screen is going darker, darker, darker.",DISPLAY#OPERATION_PERFORMANCE,negative,0
laptop,50,50:4,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,SUPPORT#QUALITY,negative,0
laptop,50,50:4,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,WARRANTY#PRICE,negative,0
laptop,50,50:5,"Oh yeah, don't forget the expensive shipping to and from HP.",SHIPPING#PRICE,negative,0
laptop,50,50:6,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,SHIPPING#PRICE,negative,0
laptop,50,50:6,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,COMPANY#GENERAL,negative,0
laptop,352,352:0,So far so good with this laptop.,LAPTOP#GENERAL,positive,2
laptop,352,352:1,"Fan vents to the side, so no cooling pad needed, great feature!",FANS_COOLING#DESIGN_FEATURES,positive,2
laptop,352,352:2,Screen is crystal clear and the system is very responsive.,DISPLAY#QUALITY,positive,2
laptop,352,352:2,Screen is crystal clear and the system is very responsive.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,352,352:3,Memory is upgradable.,LAPTOP#USABILITY,positive,2
laptop,352,352:4,The only thing I would change about it is the mouse keys.,MOUSE#QUALITY,negative,0
laptop,352,352:5,They click.,MOUSE#QUALITY,negative,0
laptop,352,352:6,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",MOUSE#QUALITY,negative,0
laptop,352,352:6,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",LAPTOP#GENERAL,positive,2
laptop,352,352:6,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",LAPTOP#PRICE,positive,2
laptop,34,34:1,I HATE this one.,LAPTOP#GENERAL,negative,0
laptop,34,34:2,Vista is a nightmare.,OS#GENERAL,negative,0
laptop,34,34:3,No tutorials on the display.,LAPTOP#MISCELLANEOUS,negative,0
laptop,34,34:4,The book is useless.,LAPTOP#MISCELLANEOUS,negative,0
laptop,34,34:5,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#MISCELLANEOUS,negative,0
laptop,34,34:5,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,LAPTOP#USABILITY,negative,0
laptop,34,34:7,Thinking about returning it,LAPTOP#GENERAL,negative,0
laptop,29,29:0,The Macbook is a fantastic laptop.,LAPTOP#GENERAL,positive,2
laptop,29,29:5,You will love this macbook if you choose to buy it.,LAPTOP#GENERAL,positive,2
laptop,29,29:6,The macbook rarely requires a hard reboot.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,29,29:7,It just works flawlessly!,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,29,29:8,Its hard to encounter a problem on a mac that would require such abrupt action.,LAPTOP#GENERAL,positive,2
laptop,29,29:10,"I honestly love my mac, thats why I am a self proclaimed mac addict.",LAPTOP#GENERAL,positive,2
laptop,29,29:10,"I honestly love my mac, thats why I am a self proclaimed mac addict.",COMPANY#GENERAL,positive,2
laptop,308,308:0,This was purchased for my daughter and I was pleasantly surprised.,LAPTOP#GENERAL,positive,2
laptop,308,308:2,It had the full sized touch pad with 2 buttons instead of just one.,MOUSE#DESIGN_FEATURES,positive,2
laptop,308,308:3,It made the computer much easier to use and navigate.,LAPTOP#USABILITY,positive,2
laptop,308,308:4,Keyboard was also very nice and had a solid feel.,KEYBOARD#GENERAL,positive,2
laptop,308,308:4,Keyboard was also very nice and had a solid feel.,KEYBOARD#QUALITY,positive,2
laptop,308,308:5,This system came loaded with Windows 7 Starter.,OS#GENERAL,neutral,1
laptop,308,308:7,"So far, so good.",LAPTOP#GENERAL,positive,2
laptop,217,217:0,"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",LAPTOP#GENERAL,negative,0
laptop,217,217:1,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",LAPTOP#QUALITY,negative,0
laptop,30,30:0,Quite simply this is the best laptop I have ever owned.,LAPTOP#GENERAL,positive,2
laptop,30,30:4,"For me, five stars is not enough.",LAPTOP#GENERAL,positive,2
laptop,58,58:0,"I love the 15"" MacBook Pro.",LAPTOP#GENERAL,positive,2
laptop,58,58:1,"My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it.",LAPTOP#GENERAL,positive,2
laptop,58,58:2,It was very easy to just pick up and use--,LAPTOP#USABILITY,positive,2
laptop,58,58:3,It did not take long to get used to the Mac OS.,OS#USABILITY,positive,2
laptop,58,58:5,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,58,58:5,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",DISPLAY#DESIGN_FEATURES,positive,2
laptop,58,58:5,"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",LAPTOP#PORTABILITY,positive,2
laptop,58,58:6,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",SOFTWARE#DESIGN_FEATURES,neutral,1
laptop,58,58:7,The built-in webcam is great for Skype and similar video-chat services.,MULTIMEDIA_DEVICES#MISCELLANEOUS,positive,2
laptop,58,58:8,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#USABILITY,positive,2
laptop,58,58:8,"iTunes is a handy music-management program, and it is essential for anyone with an iPod.",SOFTWARE#MISCELLANEOUS,positive,2
laptop,58,58:10,"All-in-all, I would definitely recommend this product for nearly everyone.",LAPTOP#GENERAL,positive,2
laptop,82,82:1,I love it!,LAPTOP#GENERAL,positive,2
